INODE,X,Y,RCH_SS_m_per_day
254595,896750,6926750,2.4193616e-05
254596,898250,6926750,2.4633631e-05
254597,899750,6926750,2.4716024e-05
254828,896750,6925250,2.4487075e-05
254829,898250,6925250,2.5015795e-05
255056,890750,6923750,9.5006344e-06
255057,892250,6923750,1.1364228e-05
255058,893750,6923750,1.5261689e-05
255059,895250,6923750,2.2139748e-05
255060,896750,6923750,2.4349287e-05
255288,892250,6922250,1.2308944e-05
255289,893750,6922250,1.6742188e-05
255290,895250,6922250,2.2376758e-05
255291,896750,6922250,2.4243229e-05
255292,898250,6922250,2.486065e-05
255520,892250,6920750,1.6677623e-05
255521,893750,6920750,2.1371561e-05
255522,895250,6920750,2.3234876e-05
255523,896750,6920750,2.41994e-05
255751,892250,6919250,1.9182709e-05
255752,893750,6919250,2.3867549e-05
255753,895250,6919250,2.3725905e-05
255754,896750,6919250,2.4250065e-05
255981,890750,6917750,9.6403519e-06
255982,892250,6917750,1.9528936e-05
255983,893750,6917750,2.402883e-05
255984,895250,6917750,2.3985003e-05
256211,890750,6916250,1.4505441e-05
256212,892250,6916250,2.0779735e-05
256213,893750,6916250,2.3602139e-05
256214,895250,6916250,2.3682427e-05
256441,890750,6914750,2.1408376e-05
256442,892250,6914750,2.2256325e-05
256443,893750,6914750,2.2789953e-05
256444,895250,6914750,2.2957543e-05
256671,890750,6913250,2.2702299e-05
256672,892250,6913250,2.2596942e-05
256673,893750,6913250,2.2664784e-05
256899,889250,6911750,1.6596212e-05
256900,890750,6911750,2.2789076e-05
256901,892250,6911750,2.2685295e-05
256902,893750,6911750,2.2764709e-05
257128,889250,6910250,1.761724e-05
257129,890750,6910250,2.2758748e-05
257130,892250,6910250,2.2980859e-05
257131,893750,6910250,2.075414e-05
257356,887750,6908750,1.145309e-05
257357,889250,6908750,1.8331253e-05
257358,890750,6908750,2.2743496e-05
257359,892250,6908750,2.3277649e-05
257360,893750,6908750,1.8394891e-05
257586,889250,6907250,1.7788861e-05
257587,890750,6907250,2.2715098e-05
257588,892250,6907250,2.3198587e-05
257589,893750,6907250,1.8092665e-05
257814,887750,6905750,8.5865613e-06
257815,889250,6905750,1.7567627e-05
257816,890750,6905750,2.2714747e-05
257817,892250,6905750,2.3128641e-05
258042,887750,6904250,8.8884881e-06
258043,889250,6904250,1.7942955e-05
258044,890750,6904250,2.2795388e-05
258045,892250,6904250,2.3094455e-05
258270,887750,6902750,1.2608873e-05
258271,889250,6902750,1.9196032e-05
258272,890750,6902750,2.2735958e-05
258273,892250,6902750,2.3117596e-05
258498,887750,6901250,1.9794172e-05
258499,889250,6901250,2.1291273e-05
258500,890750,6901250,2.2504555e-05
258501,892250,6901250,2.3260471e-05
258725,886250,6899750,1.5302008e-05
258726,887750,6899750,2.2475631e-05
258727,889250,6899750,2.2202506e-05
258728,890750,6899750,2.2507011e-05
258952,886250,6898250,1.5694621e-05
258953,887750,6898250,2.263691e-05
258954,889250,6898250,2.2475106e-05
258955,890750,6898250,2.2660228e-05
258956,892250,6898250,2.3087796e-05
259180,886250,6896750,1.5937278e-05
259181,887750,6896750,2.2651988e-05
259182,889250,6896750,2.2529624e-05
259183,890750,6896750,2.1009559e-05
259407,886250,6895250,1.6150045e-05
259408,887750,6895250,2.2624288e-05
259409,889250,6895250,2.2508588e-05
259410,890750,6895250,1.8433106e-05
259634,886250,6893750,1.8817726e-05
259635,887750,6893750,2.2119411e-05
259636,889250,6893750,2.2288932e-05
259637,890750,6893750,1.779903e-05
259860,884750,6892250,2.0331305e-05
259861,886250,6892250,2.1058644e-05
259862,887750,6892250,2.1650647e-05
259863,889250,6892250,2.2062613e-05
259864,890750,6892250,1.750003e-05
260087,884750,6890750,2.0361456e-05
260088,886250,6890750,2.1308453e-05
260089,887750,6890750,2.1831736e-05
260090,889250,6890750,2.1791242e-05
260313,884750,6889250,2.0271e-05
260314,886250,6889250,2.1345091e-05
260315,887750,6889250,2.1805792e-05
260316,889250,6889250,2.14799e-05
260539,884750,6887750,1.9849042e-05
260540,886250,6887750,2.0726091e-05
260541,887750,6887750,2.1171891e-05
260542,889250,6887750,2.1124031e-05
260543,890750,6887750,1.9759285e-05
260765,883250,6886250,1.315365e-05
260766,884750,6886250,1.9810825e-05
260767,886250,6886250,2.0353044e-05
260768,887750,6886250,2.0692958e-05
260769,889250,6886250,2.0817775e-05
260991,883250,6884750,1.3684016e-05
260992,884750,6884750,2.0251717e-05
260993,886250,6884750,2.0330604e-05
260994,887750,6884750,2.0447707e-05
260995,889250,6884750,2.0578134e-05
260996,890750,6884750,2.1561242e-05
261218,883250,6883250,1.596955e-05
261219,884750,6883250,2.0215428e-05
261220,886250,6883250,2.0304658e-05
261221,887750,6883250,2.0407913e-05
261222,889250,6883250,2.0532379e-05
261443,881750,6881750,1.7699105e-05
261444,883250,6881750,1.9081908e-05
261445,884750,6881750,1.9879193e-05
261446,886250,6881750,2.0310619e-05
261447,887750,6881750,2.0554293e-05
261448,889250,6881750,2.0686472e-05
261669,881750,6880250,1.897883e-05
261670,883250,6880250,1.9455834e-05
261671,884750,6880250,1.9541558e-05
261672,886250,6880250,2.0240848e-05
261673,887750,6880250,2.059251e-05
261674,889250,6880250,2.0752737e-05
261895,881750,6878750,1.8917473e-05
261896,883250,6878750,1.9065781e-05
261897,884750,6878750,1.9211458e-05
261898,886250,6878750,2.0146534e-05
261899,887750,6878750,2.0579888e-05
261900,889250,6878750,2.0602676e-05
262121,881750,6877250,1.9096284e-05
262122,883250,6877250,1.9167983e-05
262123,884750,6877250,1.9448646e-05
262124,886250,6877250,2.0359528e-05
262125,887750,6877250,1.8786521e-05
262345,880250,6875750,1.1618647e-05
262346,881750,6875750,1.9189019e-05
262347,883250,6875750,1.9333471e-05
262348,884750,6875750,1.9703364e-05
262349,886250,6875750,2.0595315e-05
262569,880250,6874250,1.1882183e-05
262570,881750,6874250,1.9487914e-05
262571,883250,6874250,1.9604491e-05
262572,884750,6874250,1.8563358e-05
262573,886250,6874250,1.6014323e-05
262793,880250,6872750,1.3300082e-05
262794,881750,6872750,1.9720019e-05
262795,883250,6872750,1.9090849e-05
262796,884750,6872750,1.6750129e-05
263015,878750,6871250,1.4356187e-05
263016,880250,6871250,1.7426331e-05
263017,881750,6871250,1.9623774e-05
263018,883250,6871250,1.5659734e-05
263237,878750,6869750,1.7675789e-05
263238,880250,6869750,1.9540155e-05
263239,881750,6869750,1.9339783e-05
263240,883250,6869750,1.3334564e-05
263459,878750,6868250,1.753134e-05
263460,880250,6868250,1.92928e-05
263461,881750,6868250,1.9039486e-05
263680,878750,6866750,1.7853023e-05
263681,880250,6866750,1.7906141e-05
263899,877250,6865250,1.2863766e-05
263900,878750,6865250,1.8494464e-05
264118,877250,6863750,1.1639193e-05
264119,878750,6863750,1.5158959e-05
266051,868250,6850250,1.0034156e-05
266262,866750,6848750,1.0283229e-05
266472,865250,6847250,9.8277178e-06
266681,863750,6845750,8.0674135e-06
266682,865250,6845750,9.6854583e-06
266891,863750,6844250,1.5222349e-05
268132,857750,6835250,1.1405757e-05
268133,859250,6835250,1.1383546e-05
268338,857750,6833750,1.278849e-05
268542,856250,6832250,2.0506259e-05
269950,848750,6821750,1.6187209e-05
270932,839750,6814250,1.3704807e-05
270933,841250,6814250,1.35927e-05
271126,839750,6812750,1.4728849e-05
271127,841250,6812750,1.3785763e-05
271319,838250,6811250,1.6250107e-05
271320,839750,6811250,1.1824595e-05
271512,838250,6809750,1.4385796e-05
271703,836750,6808250,7.8987705e-06
271894,836750,6806750,1.043471e-05
272084,835250,6805250,1.9382731e-05
272274,835250,6803750,2.0102883e-05
272464,835250,6802250,1.9777694e-05
273218,832250,6796250,1.6468661e-05
