ILAY,INODE,ICOL,IROW,X,Y,head_m,cond_m2_per_day
7,273154,124,433,736250,6796250,172.798,0.0053237038
7,273155,125,433,737750,6796250,172.162,0.0021020518
7,273156,126,433,739250,6796250,173.17,0.0012187253
7,273157,127,433,740750,6796250,174.357,0.0010554519
7,273158,128,433,742250,6796250,174.5,0.0011148084
7,273159,129,433,743750,6796250,175.43,0.0011041875
7,273160,130,433,745250,6796250,174.83,0.00087530851
7,273161,131,433,746750,6796250,175.82,0.00058320234
7,273162,132,433,748250,6796250,176.87,0.00040119648
7,273163,133,433,749750,6796250,177.194,0.00034621035
7,273164,134,433,751250,6796250,179.196,0.00039882199
7,273165,135,433,752750,6796250,181.275,0.00056097185
7,273166,136,433,754250,6796250,181.408,0.00079952123
7,273167,137,433,755750,6796250,181.759,0.00098056297
7,273168,138,433,757250,6796250,181.37,0.0010122898
7,273169,139,433,758750,6796250,181.701,0.00098812033
7,273170,140,433,760250,6796250,182.054,0.001054196
7,273171,141,433,761750,6796250,183.041,0.0013095064
7,273172,142,433,763250,6796250,184.059,0.0017697314
7,273173,143,433,764750,6796250,185.499,0.0022490867
7,273174,144,433,766250,6796250,186.97,0.0024631894
7,273175,145,433,767750,6796250,187.831,0.0024581382
7,273176,146,433,769250,6796250,188.999,0.0026076404
7,273177,147,433,770750,6796250,189.372,0.0033709477
7,273178,148,433,772250,6796250,190.44,0.0053339993
7,273179,149,433,773750,6796250,195.21,0.0088300213
7,273180,150,433,775250,6796250,192.675,0.012531547
7,273181,151,433,776750,6796250,195.058,0.013984794
7,273182,152,433,778250,6796250,196.112,0.013025629
7,273183,153,433,779750,6796250,197.969,0.011571525
7,273184,154,433,781250,6796250,199.814,0.010934735
7,273185,155,433,782750,6796250,202.559,0.011144416
7,273186,156,433,784250,6796250,203.598,0.011506398
7,273187,157,433,785750,6796250,204.798,0.011557183
7,273188,158,433,787250,6796250,210.202,0.01191692
7,273189,159,433,788750,6796250,217.347,0.014360149
7,273190,160,433,790250,6796250,220.88,0.022259575
7,273191,161,433,791750,6796250,223.361,0.041305725
7,273192,162,433,793250,6796250,221.754,0.071903243
7,273193,163,433,794750,6796250,217.818,0.090174235
7,273194,164,433,796250,6796250,218.336,0.070344445
7,273195,165,433,797750,6796250,220.116,0.035319186
7,273196,166,433,799250,6796250,222.02,0.014554592
7,273197,167,433,800750,6796250,224.438,0.0070067965
7,273198,168,433,802250,6796250,226.41,0.0048588552
7,273199,169,433,803750,6796250,223.039,0.004520515
7,273200,170,433,805250,6796250,226.687,0.0044577764
7,273201,171,433,806750,6796250,229.039,0.0037627331
7,273202,172,433,808250,6796250,230.136,0.0025835982
7,273203,173,433,809750,6796250,232.55,0.0016760925
7,273204,174,433,811250,6796250,237.967,0.0012558526
7,273205,175,433,812750,6796250,239.228,0.0011569435
7,273206,176,433,814250,6796250,237.632,0.0012020142
7,273207,177,433,815750,6796250,236.184,0.0012355157
7,273208,178,433,817250,6796250,241.545,0.001167531
7,273209,179,433,818750,6796250,247.563,0.0010553736
7,273210,180,433,820250,6796250,256.474,0.00099733345
7,273211,181,433,821750,6796250,256.921,0.00099590956
7,273212,182,433,823250,6796250,252.354,0.00095056235
7,273213,183,433,824750,6796250,250.722,0.00074165644
7,273214,184,433,826250,6796250,256.933,0.00043409938
7,273215,185,433,827750,6796250,266.444,0.00022485021
7,273216,186,433,829250,6796250,258.251,0.00014222926
7,273217,187,433,830750,6796250,261.558,0.00012417008
7,273218,188,433,832250,6796250,258.861,0.00013567433
