,ICOL,IROW,ILAY,INODE,IBOUND,NTOP,NBOT,X,Y,THICKNESS,OUTCROP,Depth,kx,SS,rch
238138,138,271,7,238139,1,-341.5527,-488.7677,757250,7039250,147.21499999999997,N,715.7803,0.041904127,9.8928128e-06,
238139,139,271,7,238140,1,-340.3423,-489.6698,758750,7039250,149.3275,N,707.66885,0.040951368,9.9879936e-06,
238140,140,271,7,238141,1,-337.8485,-489.2271,760250,7039250,151.3786,N,723.0605,0.04101118,9.8079488e-06,
238141,141,271,7,238142,1,-333.8835,-487.2938,761750,7039250,153.41029999999995,N,727.7962500000001,0.04212314,9.7537024e-06,
238142,142,271,7,238143,1,-328.2843,-483.7319,763250,7039250,155.44760000000002,N,718.5549000000001,0.044385721,9.8601984e-06,
238143,143,271,7,238144,1,-321.1954,-478.5922,764750,7039250,157.39679999999998,N,715.2664,0.047966972,9.8988032e-06,
238144,144,271,7,238145,1,-313.1083,-472.2753,766250,7039250,159.16700000000003,N,714.5085,0.053119594,9.907456e-06,
238145,145,271,7,238146,1,-305.0533,-465.5043,767750,7039250,160.45100000000002,N,702.576,0.060201585,1.004823e-05,
238146,146,271,7,238147,1,-297.929,-459.1037,769250,7039250,161.17470000000003,N,692.81455,0.06970362,1.0165043e-05,
238147,147,271,7,238148,1,-292.0244,-453.4185,770750,7039250,161.39409999999998,N,680.58025,0.082284303,1.0313805e-05,
238148,148,271,7,238149,1,-287.2737,-448.3383,772250,7039250,161.06459999999998,N,683.4988000000001,0.098813994,1.0278195e-05,
238149,149,271,7,238150,1,-283.5685,-443.5327,773750,7039250,159.9642,N,673.4634,0.1204271,1.0401331e-05,
238150,150,271,7,238151,1,-280.7531,-438.5845,775250,7039250,157.83139999999997,N,657.8905,0.1485808,1.0596352e-05,
238151,151,271,7,238152,1,-278.5056,-432.9897,776750,7039250,154.4841,N,654.12795,0.1851158,1.0643942e-05,
238152,152,271,7,238153,1,-276.402,-426.2139,778250,7039250,149.81190000000004,N,643.3507500000001,0.2323097,1.0782054e-05,
238153,153,271,7,238154,1,-273.9759,-418.0494,779750,7039250,144.07349999999997,N,652.20245,0.2929095,1.066857e-05,
238154,154,271,7,238155,1,-270.8636,-408.9558,781250,7039250,138.0922,N,650.965,0.3701225,1.0684211e-05,
238155,155,271,7,238156,1,-267.0008,-399.9314,782750,7039250,132.93059999999997,N,637.0766,0.4675452,1.0863258e-05,
238156,156,271,7,238157,1,-262.5834,-391.819,784250,7039250,129.23560000000003,N,635.3835999999999,0.5890096,1.0885555e-05,
238157,157,271,7,238158,1,-257.9673,-384.8805,785750,7039250,126.91319999999996,N,636.0886,0.738343,1.0876237e-05,
238158,158,271,7,238159,1,-253.4098,-378.8538,787250,7039250,125.44399999999999,N,642.9199,0.9190619,1.0787712e-05,
238159,159,271,7,238160,1,-248.7139,-373.3503,788750,7039250,124.63640000000001,N,631.5825,1.134054,1.0935142e-05,
238160,160,271,7,238161,1,-243.6236,-368.1693,790250,7039250,124.54570000000001,N,620.34135,1.385335,1.1083904e-05,
238161,161,271,7,238162,1,-238.0315,-362.916,791750,7039250,124.8845,N,624.2009499999999,1.673972,1.1032653e-05,
238162,162,271,7,238163,1,-232.111,-357.2491,793250,7039250,125.13810000000001,N,630.02765,2.000241,1.0955443e-05,
238163,163,271,7,238164,1,-225.5988,-350.6446,794750,7039250,125.04580000000001,N,667.1210000000001,2.364023,1.0480205e-05,
238164,164,271,7,238165,1,-217.15,-342.0557,796250,7039250,124.9057,N,629.13805,2.765355,1.0967424e-05,
238165,165,271,7,238166,1,-204.4241,-329.9803,797750,7039250,125.55619999999999,N,601.6928,3.205015,1.1335501e-05,
238166,166,271,7,238167,1,-185.371,-313.6473,799250,7039250,128.27629999999996,N,586.80455,3.684953,1.1541171e-05,
238167,167,271,7,238168,1,-159.9804,-293.4817,800750,7039250,133.5013,N,553.6356499999999,4.208448,1.2015078e-05,
238168,168,271,7,238169,1,-130.1913,-270.3203,802250,7039250,140.12899999999996,N,513.6427,4.779871,1.2616448e-05,
238169,169,271,7,238170,1,-99.43315,-245.5172,803750,7039250,146.08405,N,487.506975,5.403982,1.3028122e-05,
238170,170,271,7,238171,1,-71.7213,-220.0229,805250,7039250,148.3016,N,465.8959,6.084727,1.33e-05,
238171,171,271,7,238172,1,-51.65898,-193.6485,806750,7039250,141.98952000000003,N,446.34644000000003,6.823486,1.33e-05,
238172,172,271,7,238173,1,-37.59471,-163.7037,808250,7039250,126.10899,N,416.901205,7.616802,1.33e-05,
238173,173,271,7,238174,1,-16.3452,-124.5296,809750,7039250,108.18440000000001,N,381.95259999999996,8.453719,1.33e-05,
238174,174,271,7,238175,1,17.07252,-69.98241,811250,7039250,87.05493,N,333.293145,9.313076,1.33e-05,
238175,175,271,7,238176,1,54.2622,-2.457928,812750,7039250,56.720128,N,274.35206400000004,9.339,1.33e-05,
238176,176,271,7,238177,1,94.25008,64.38904,814250,7039250,29.861040000000003,N,216.20524000000003,9.339,1.33e-05,
238177,177,271,7,238178,1,132.9513,115.5787,815750,7039250,17.372600000000006,N,169.17400000000004,9.339,1.33e-05,
238178,178,271,7,238179,1,155.2746,136.5555,817250,7039250,18.719099999999997,N,149.88304999999997,9.339,1.33e-05,
238179,179,271,7,238180,1,171.2215,154.7107,818750,7039250,16.51079999999999,N,139.6771,9.339,1.33e-05,
238180,180,271,7,238181,1,193.2338,170.0444,820250,7039250,23.189400000000006,N,127.44850000000002,9.339,1.33e-05,
238181,181,271,7,238182,1,222.2669,190.6562,821750,7039250,31.61069999999998,N,98.77185000000003,9.339,1.33e-05,
238182,182,271,7,238183,1,250.3934,214.5673,823250,7039250,35.826100000000025,N,69.02165000000002,9.339,1.33e-05,
238183,183,271,7,238184,1,273.7456,239.0494,824750,7039250,34.69620000000003,N,48.928399999999954,9.339,1.33e-05,
238184,184,271,7,238185,1,291.7009,262.5003,826250,7039250,29.20060000000001,N,27.81740000000002,9.339,1.33e-05,
238185,185,271,7,238186,1,306.2216,283.021,827750,7039250,23.20060000000001,N,13.594899999999996,8.793896,1.33e-05,
238186,186,271,7,238187,1,311.1169,299.6971,829250,7039250,11.41980000000001,N,6.8110000000000355,7.734979,1.33e-05,
238187,1,272,7,238188,1,-61.00008,-147.74,551750,7037750,86.73992000000001,N,498.33494,0.8904618,1.2855731e-05,
238188,2,272,7,238189,1,-64.72012,-150.2102,553250,7037750,85.49007999999999,N,492.91936,0.7661802,1.2941594e-05,
238189,3,272,7,238190,1,-69.36018,-154.1103,554750,7037750,84.75012,N,501.52304000000004,0.6536091,1.2805478e-05,
238190,4,272,7,238191,1,-74.32023,-158.3604,556250,7037750,84.04017,N,513.275315,0.5531186,1.2622106e-05,
238191,5,272,7,238192,1,-79.52031,-162.8806,557750,7037750,83.36028999999999,N,531.610355,0.4646877,1.2342221e-05,
238192,6,272,7,238193,1,-84.90041,-167.6107,559250,7037750,82.71029000000001,N,531.595155,0.3879552,1.2342554e-05,
238193,7,272,7,238194,1,-90.4105,-172.4708,560750,7037750,82.0603,N,541.27235,0.3222825,1.2197453e-05,
238194,8,272,7,238195,1,-95.99059,-177.4111,562250,7037750,81.42051000000001,N,538.629145,0.2668247,1.2236723e-05,
238195,9,272,7,238196,1,-101.5907,-182.3813,563750,7037750,80.79060000000001,N,538.8752999999999,0.2206016,1.2233062e-05,
238196,10,272,7,238197,1,-107.1617,-187.3225,565250,7037750,80.1608,N,542.8217999999999,0.1825661,1.217449e-05,
238197,11,272,7,238198,1,-112.6626,-192.1835,566750,7037750,79.52090000000001,N,540.87115,0.1516649,1.2203443e-05,
238198,12,272,7,238199,1,-118.053,-196.914,568250,7037750,78.86099999999999,N,553.9812,0.1268881,1.2010086e-05,
238199,13,272,7,238200,1,-123.3135,-201.4748,569750,7037750,78.16129999999998,N,561.31235,0.1073084,1.190359e-05,
238200,14,272,7,238201,1,-128.4041,-205.8454,571250,7037750,77.44130000000001,N,556.54415,0.092107798,1.1972813e-05,
238201,15,272,7,238202,1,-133.315,-209.9964,572750,7037750,76.6814,N,548.9048,0.080595221,1.2084634e-05,
238202,16,272,7,238203,1,-138.056,-213.9277,574250,7037750,75.87169999999998,N,573.1692499999999,0.072216778,1.173353e-05,
238203,17,272,7,238204,1,-142.6175,-217.6494,575750,7037750,75.03190000000001,N,561.03505,0.066562391,1.1907584e-05,
238204,18,272,7,238205,1,-147.0293,-221.1815,577250,7037750,74.1522,N,550.5195,0.063372878,1.2060672e-05,
238205,19,272,7,238206,1,-151.3072,-224.5488,578750,7037750,73.2416,N,554.206,0.06255216,1.2006758e-05,
238206,20,272,7,238207,1,-155.4612,-227.7731,580250,7037750,72.31190000000001,N,550.63825,0.064190188,1.2059008e-05,
238207,21,272,7,238208,1,-159.5159,-230.8883,581750,7037750,71.3724,N,555.6860999999999,0.068603579,1.1985126e-05,
238208,22,272,7,238209,1,-163.4722,-233.915,583250,7037750,70.4428,N,543.3932,0.076403127,1.2165837e-05,
238209,23,272,7,238210,1,-167.3405,-236.8738,584750,7037750,69.5333,N,550.27275,0.08860048,1.2064333e-05,
238210,24,272,7,238211,1,-171.1405,-239.794,586250,7037750,68.65350000000001,N,550.26055,0.1067703,1.2064666e-05,
238211,25,272,7,238212,1,-174.8917,-242.6859,587750,7037750,67.79420000000002,N,544.9068,0.1332887,1.2143539e-05,
238212,26,272,7,238213,1,-178.5958,-245.5506,589250,7037750,66.9548,N,549.5698,0.1716716,1.207465e-05,
238213,27,272,7,238214,1,-182.2914,-248.3965,590750,7037750,66.1051,N,555.66985,0.2270364,1.1985459e-05,
238214,28,272,7,238215,1,-186.0009,-251.215,592250,7037750,65.2141,N,561.97595,0.3066975,1.1893939e-05,
238215,29,272,7,238216,1,-189.7728,-254.0045,593750,7037750,64.23170000000002,N,566.28995,0.420875,1.1831706e-05,
238216,30,272,7,238217,1,-193.6311,-256.7509,595250,7037750,63.1198,N,573.7732,0.5834326,1.1724877e-05,
238217,31,272,7,238218,1,-197.5856,-259.4647,596750,7037750,61.879099999999994,N,569.47975,0.8124493,1.1786112e-05,
238218,32,272,7,238219,1,-201.6212,-262.1463,598250,7037750,60.52510000000001,N,583.47965,1.130273,1.1587763e-05,
238219,33,272,7,238220,1,-205.7175,-264.7818,599750,7037750,59.064299999999974,N,575.92945,1.562524,1.1694259e-05,
238220,34,272,7,238221,1,-209.8472,-267.3758,601250,7037750,57.52860000000004,N,554.0447,2.135407,1.2009088e-05,
238221,35,272,7,238222,1,-213.9748,-269.9106,602750,7037750,55.9358,N,553.9856,2.870758,1.2010086e-05,
238222,36,272,7,238223,1,-218.0868,-272.4222,604250,7037750,54.335399999999964,N,559.0579,3.778774,1.1936205e-05,
238223,37,272,7,238224,1,-222.1297,-274.8889,605750,7037750,52.759199999999964,N,565.1336,4.849332,1.1848346e-05,
238224,38,272,7,238225,1,-226.0687,-277.3392,607250,7037750,51.2705,N,577.43785,6.044203,1.167296e-05,
238225,39,272,7,238226,1,-229.8581,-279.7808,608750,7037750,49.92269999999999,N,582.20155,7.293562,1.1605734e-05,
238226,40,272,7,238227,1,-233.4669,-282.2341,610250,7037750,48.7672,N,593.3000999999999,8.500141,1.1450982e-05,
238227,41,272,7,238228,1,-236.8484,-284.7173,611750,7037750,47.868900000000025,N,602.23505,9.339,1.1328179e-05,
238228,42,272,7,238229,1,-239.9724,-287.2319,613250,7037750,47.2595,N,612.04955,9.339,1.1195059e-05,
238229,43,272,7,238230,1,-242.7947,-289.7413,614750,7037750,46.94660000000002,N,637.168,9.339,1.0862259e-05,
238230,44,272,7,238231,1,-245.285,-292.2063,616250,7037750,46.9213,N,658.53395,9.339,1.0588032e-05,
238231,45,272,7,238232,1,-247.4175,-294.5812,617750,7037750,47.163700000000034,N,638.55565,9.339,1.0844288e-05,
238232,46,272,7,238233,1,-249.1957,-296.8293,619250,7037750,47.6336,N,639.0664999999999,9.339,1.0837632e-05,
238233,47,272,7,238234,1,-250.6004,-298.9022,620750,7037750,48.301799999999986,N,642.1675,9.218447,1.0797363e-05,
238234,48,272,7,238235,1,-251.6072,-300.7224,622250,7037750,49.11519999999999,N,643.2609,8.280757,1.0783053e-05,
238235,49,272,7,238236,1,-252.1665,-302.1822,623750,7037750,50.01570000000001,N,659.54355,7.294073,1.0575386e-05,
238236,50,272,7,238237,1,-252.2081,-303.1649,625250,7037750,50.95679999999999,N,695.2243000000001,6.326421,1.013609e-05,
238237,51,272,7,238238,1,-251.6534,-303.5562,626750,7037750,51.902799999999985,N,700.7247,5.425929,1.0070195e-05,
238238,52,272,7,238239,1,-250.472,-303.3012,628250,7037750,52.829199999999986,N,686.0251000000001,4.621437,1.0247245e-05,
238239,53,272,7,238240,1,-248.6992,-302.4109,629750,7037750,53.711700000000036,N,662.2815499999999,3.925812,1.0540774e-05,
238240,54,272,7,238241,1,-246.44,-300.9863,631250,7037750,54.54630000000003,N,665.56125,3.340289,1.049984e-05,
238241,55,272,7,238242,1,-243.8512,-299.2083,632750,7037750,55.3571,N,631.70455,2.858676,1.0933478e-05,
238242,56,272,7,238243,1,-241.0597,-297.2652,634250,7037750,56.2055,N,615.96975,2.470816,1.1142144e-05,
238243,57,272,7,238244,1,-238.0503,-295.2741,635750,7037750,57.22379999999998,N,608.8777,2.16513,1.1237658e-05,
238244,58,272,7,238245,1,-234.6941,-293.2047,637250,7037750,58.51060000000001,N,594.8928,1.930296,1.1429018e-05,
238245,59,272,7,238246,1,-230.9243,-290.9719,638750,7037750,60.04760000000002,N,585.2044000000001,1.756244,1.1563469e-05,
238246,60,272,7,238247,1,-227.0215,-288.688,640250,7037750,61.666499999999985,N,577.3204499999999,1.634665,1.1674624e-05,
238247,61,272,7,238248,1,-223.8871,-287.1528,641750,7037750,63.26570000000001,N,575.04485,1.559198,1.1706906e-05,
238248,62,272,7,238249,1,-223.1806,-287.884,643250,7037750,64.70340000000002,N,587.0437,1.52544,1.1537843e-05,
238249,63,272,7,238250,1,-226.8021,-292.7561,644750,7037750,65.95400000000001,N,601.3426,1.530863,1.134016e-05,
238250,64,272,7,238251,1,-235.8165,-302.7608,646250,7037750,66.94430000000003,N,635.85555,1.574679,1.0879232e-05,
238251,65,272,7,238252,1,-249.7766,-317.4397,647750,7037750,67.66310000000001,N,691.9929500000001,1.657686,1.0175027e-05,
238252,66,272,7,238253,1,-266.1462,-334.5152,649250,7037750,68.36899999999997,N,712.6255,1.782069,9.9294208e-06,
238253,67,272,7,238254,1,-281.5917,-351.4247,650750,7037750,69.83299999999997,N,696.5525,1.951128,1.0120115e-05,
238254,68,272,7,238255,1,-294.151,-366.5586,652250,7037750,72.4076,N,695.6593,2.168849,1.0130765e-05,
238255,69,272,7,238256,1,-303.9264,-379.3265,653750,7037750,75.40010000000001,N,697.44715,2.439231,1.0109466e-05,
238256,70,272,7,238257,1,-313.6143,-392.9413,655250,7037750,79.327,N,720.0388,2.765252,9.8432256e-06,
238257,71,272,7,238258,1,-326.485,-412.2953,656750,7037750,85.81029999999998,N,748.60505,3.147356,9.51808e-06,
238258,72,272,7,238259,1,-343.3576,-438.9456,658250,7037750,95.58800000000002,N,771.7398000000001,3.581426,9.2641536e-06,
238259,73,272,7,238260,1,-359.0685,-464.9384,659750,7037750,105.86990000000003,N,773.18365,4.056373,9.248512e-06,
238260,74,272,7,238261,1,-365.9293,-476.3907,661250,7037750,110.46139999999997,N,771.4242999999999,4.551751,9.2674816e-06,
238261,75,272,7,238262,1,-360.5888,-469.9005,662750,7037750,109.31170000000003,N,750.51575,5.036228,9.4967808e-06,
238262,76,272,7,238263,1,-343.0295,-447.531,664250,7037750,104.50150000000002,N,716.88005,5.468069,9.8798336e-06,
238263,77,272,7,238264,1,-316.0321,-414.2667,665750,7037750,98.2346,N,679.2567,5.79884,1.0330112e-05,
238264,78,272,7,238265,1,-284.2128,-377.4954,667250,7037750,93.2826,N,645.5400999999999,5.980812,1.0753766e-05,
238265,79,272,7,238266,1,-251.3978,-342.3965,668750,7037750,90.99870000000001,N,615.25725,5.977126,1.1151795e-05,
238266,80,272,7,238267,1,-221.7364,-314.3162,670250,7037750,92.57979999999998,N,582.8446,5.771931,1.1596749e-05,
238267,81,272,7,238268,1,-199.0803,-296.5299,671750,7037750,97.4496,N,562.0496,5.376628,1.1892941e-05,
238268,82,272,7,238269,1,-185.7703,-288.3801,673250,7037750,102.60980000000004,N,554.2849,4.82915,1.200576e-05,
238269,83,272,7,238270,1,-183.2222,-286.7314,674750,7037750,103.50920000000002,N,551.138,4.185881,1.2051686e-05,
238270,84,272,7,238271,1,-186.9182,-288.2274,676250,7037750,101.30919999999998,N,564.1112,3.509041,1.1862989e-05,
238271,85,272,7,238272,1,-193.3869,-290.2654,677750,7037750,96.8785,N,569.48585,2.854188,1.1786112e-05,
238272,86,272,7,238273,1,-199.9935,-291.6756,679250,7037750,91.68209999999996,N,572.61255,2.26179,1.1741184e-05,
238273,87,272,7,238274,1,-206.5084,-292.4571,680750,7037750,85.94870000000003,N,568.17235,1.754448,1.1804749e-05,
238274,88,272,7,238275,1,-212.9145,-293.283,682250,7037750,80.36850000000001,N,552.75575,1.338859,1.2028058e-05,
238275,89,272,7,238276,1,-218.434,-294.5963,683750,7037750,76.16229999999999,N,554.89905,1.010342,1.1996774e-05,
238276,90,272,7,238277,1,-221.3425,-295.6653,685250,7037750,74.3228,N,555.1473,0.7577796,1.1993114e-05,
238277,91,272,7,238278,1,-221.3232,-296.5808,686750,7037750,75.2576,N,539.1539,0.5676439,1.2229069e-05,
238278,92,272,7,238279,1,-220.953,-299.4485,688250,7037750,78.49550000000002,N,533.8353500000001,0.42665,1.2308608e-05,
238279,93,272,7,238280,1,-226.9675,-308.6672,689750,7037750,81.69969999999998,N,544.67055,0.3231524,1.21472e-05,
238280,94,272,7,238281,1,-238.7271,-323.0951,691250,7037750,84.368,N,575.7308,0.2476441,1.1696922e-05,
238281,95,272,7,238282,1,-241.603,-325.7114,692750,7037750,84.10840000000002,N,601.6955,0.1927283,1.1335501e-05,
238282,96,272,7,238283,1,-237.0393,-320.5643,694250,7037750,83.525,N,591.1557,0.1528381,1.1480602e-05,
238283,97,272,7,238284,1,-231.8013,-314.5314,695750,7037750,82.73010000000002,N,570.71345,0.1238811,1.1768474e-05,
238284,98,272,7,238285,1,-228.815,-310.3823,697250,7037750,81.56729999999999,N,555.2039500000001,0.1028987,1.1992115e-05,
238285,99,272,7,238286,1,-227.4914,-306.1374,698750,7037750,78.64600000000002,N,553.0619999999999,0.087777944,1.2023398e-05,
238286,100,272,7,238287,1,-225.226,-301.8084,700250,7037750,76.5824,N,562.4874,0.07702556,1.1886618e-05,
238287,101,272,7,238288,1,-222.0394,-300.4594,701750,7037750,78.42000000000002,N,565.6806,0.069598082,1.1840358e-05,
238288,102,272,7,238289,1,-221.6741,-303.2062,703250,7037750,81.53210000000001,N,572.05245,0.064778047,1.1749171e-05,
238289,103,272,7,238290,1,-224.6523,-303.8168,704750,7037750,79.1645,N,584.0001500000001,0.062085872,1.1580442e-05,
238290,104,272,7,238291,1,-224.9002,-302.2936,706250,7037750,77.39340000000001,N,581.6815,0.061218058,1.1613056e-05,
238291,105,272,7,238292,1,-224.5127,-302.4582,707750,7037750,77.94549999999998,N,571.45365,0.062004218,1.1757824e-05,
238292,106,272,7,238293,1,-221.9222,-302.1416,709250,7037750,80.21939999999998,N,559.8906999999999,0.064376963,1.1924224e-05,
238293,107,272,7,238294,1,-215.8983,-298.9951,710750,7037750,83.09679999999997,N,557.6872999999999,0.068349755,1.1956173e-05,
238294,108,272,7,238295,1,-220.4977,-306.0351,712250,7037750,85.53739999999999,N,560.4815,0.073998429,1.1915571e-05,
238295,109,272,7,238296,1,-234.0703,-320.5601,713750,7037750,86.48979999999997,N,577.3204000000001,0.081442197,1.1674624e-05,
238296,110,272,7,238297,1,-247.7213,-334.7902,715250,7037750,87.06890000000001,N,593.3987500000001,0.090819772,1.1449651e-05,
238297,111,272,7,238298,1,-256.5714,-344.4907,716750,7037750,87.91930000000002,N,580.7000499999999,0.1022561,1.1626701e-05,
238298,112,272,7,238299,1,-262.0965,-351.8548,718250,7037750,89.75830000000002,N,579.34885,0.1158159,1.1646003e-05,
238299,113,272,7,238300,1,-266.6868,-358.4135,719750,7037750,91.7267,N,588.5509500000001,0.1314415,1.1516877e-05,
238300,114,272,7,238301,1,-271.876,-363.9431,721250,7037750,92.06710000000004,N,602.49485,0.148879,1.1324518e-05,
238301,115,272,7,238302,1,-279.4034,-368.3829,722750,7037750,88.97950000000003,N,631.25945,0.1676026,1.0939469e-05,
238302,116,272,7,238303,1,-289.2115,-372.9218,724250,7037750,83.71030000000002,N,653.66775,0.1867594,1.0649933e-05,
238303,117,272,7,238304,1,-299.9419,-378.722,725750,7037750,78.7801,N,677.82515,0.2051646,1.0347418e-05,
238304,118,272,7,238305,1,-310.9321,-387.3024,727250,7037750,76.37029999999999,N,684.83235,0.2213793,1.0261888e-05,
238305,119,272,7,238306,1,-320.433,-396.814,728750,7037750,76.38100000000003,N,679.0381,0.2338849,1.0332774e-05,
238306,120,272,7,238307,1,-326.3185,-404.5203,730250,7037750,78.20180000000005,N,720.6089999999999,0.2413355,9.8365696e-06,
238307,121,272,7,238308,1,-327.9624,-409.1353,731750,7037750,81.17289999999997,N,737.9590499999999,0.2428298,9.6375552e-06,
238308,122,272,7,238309,1,-326.8294,-411.614,733250,7037750,84.78459999999995,N,719.2922,0.2381167,9.8518784e-06,
238309,123,272,7,238310,1,-325.6098,-414.5151,734750,7037750,88.90530000000001,N,712.73365,0.2276587,9.9284224e-06,
238310,124,272,7,238311,1,-326.1997,-419.5357,736250,7037750,93.33600000000001,N,713.2859000000001,0.2125303,9.9217664e-06,
238311,125,272,7,238312,1,-328.3666,-426.4441,737750,7037750,98.07749999999999,N,713.97375,0.1941854,9.9137792e-06,
238312,126,272,7,238313,1,-331.2511,-434.3109,739250,7037750,103.0598,N,717.7425000000001,0.1741777,9.8698496e-06,
238313,127,272,7,238314,1,-334.3257,-442.506,740750,7037750,108.18029999999999,N,724.34275,0.153916,9.7933056e-06,
238314,128,272,7,238315,1,-337.4281,-450.7108,742250,7037750,113.28270000000003,N,721.49555,0.1345089,9.8262528e-06,
238315,129,272,7,238316,1,-340.4808,-458.7743,743750,7037750,118.2935,N,727.2861499999999,0.1167094,9.75936e-06,
238316,130,272,7,238317,1,-343.4622,-466.5762,745250,7037750,123.11399999999998,N,701.444,0.100937,1.0061542e-05,
238317,131,272,7,238318,1,-346.3137,-473.9858,746750,7037750,127.6721,N,690.1990499999999,0.087345113,1.0196659e-05,
238318,132,272,7,238319,1,-348.9834,-480.8645,748250,7037750,131.8811,N,701.37255,0.075902241,1.0062541e-05,
238319,133,272,7,238320,1,-351.4107,-487.1011,749750,7037750,135.69039999999995,N,720.8165,0.066466209,9.8339072e-06,
238320,134,272,7,238321,1,-353.5377,-492.6143,751250,7037750,139.07660000000004,N,733.4306,0.058843,9.6891392e-06,
238321,135,272,7,238322,1,-355.3123,-497.3351,752750,7037750,142.02280000000002,N,737.8121000000001,0.052827995,9.6392192e-06,
238322,136,272,7,238323,1,-356.68,-501.2125,754250,7037750,144.53249999999997,N,742.29315,0.048232371,9.5886336e-06,
238323,137,272,7,238324,1,-357.517,-504.1956,755750,7037750,146.67860000000002,N,733.6232,0.044898689,9.6868096e-06,
238324,138,272,7,238325,1,-357.6984,-506.2059,757250,7037750,148.5075,N,733.99135,0.042709631,9.682816e-06,
238325,139,272,7,238326,1,-357.0879,-507.2098,758750,7037750,150.12189999999998,N,726.4300499999999,0.041593171,9.769344e-06,
238326,140,272,7,238327,1,-355.4955,-507.0868,760250,7037750,151.5913,N,735.1866500000001,0.041526641,9.6691712e-06,
238327,141,272,7,238328,1,-352.7538,-505.7247,761750,7037750,152.97089999999997,N,736.06995,0.042541575,9.6591872e-06,
238328,142,272,7,238329,1,-348.7814,-503.0432,763250,7037750,154.2618,N,734.3821,0.044730711,9.6781568e-06,
238329,143,272,7,238330,1,-343.6263,-499.0421,764750,7037750,155.4158,N,734.0884000000001,0.048258385,9.6814848e-06,
238330,144,272,7,238331,1,-337.6368,-494.0059,766250,7037750,156.3691,N,733.78485,0.053375455,9.6851456e-06,
238331,145,272,7,238332,1,-331.3814,-488.3927,767750,7037750,157.0113,N,723.74195,0.060439904,9.8002944e-06,
238332,146,272,7,238333,1,-325.5074,-482.7328,769250,7037750,157.22539999999998,N,715.9699,0.069944318,9.8904832e-06,
238333,147,272,7,238334,1,-320.3716,-477.3579,770750,7037750,156.98629999999997,N,704.25125,0.082551292,1.0028262e-05,
238334,148,272,7,238335,1,-316.095,-472.29,772250,7037750,156.195,N,708.504,0.099137409,9.9780096e-06,
238335,149,272,7,238336,1,-312.7546,-467.3708,773750,7037750,154.6162,N,693.8614,0.1208454,1.0152397e-05,
238336,150,272,7,238337,1,-310.2708,-462.3221,775250,7037750,152.05129999999997,N,678.2099499999999,0.1491426,1.0342758e-05,
238337,151,272,7,238338,1,-308.3661,-456.7537,776750,7037750,148.38759999999996,N,672.2071,0.1858795,1.0416973e-05,
238338,152,272,7,238339,1,-306.5572,-450.2638,778250,7037750,143.70659999999998,N,667.3503000000001,0.2333397,1.0477542e-05,
238339,153,272,7,238340,1,-304.3068,-442.6767,779750,7037750,138.36989999999997,N,677.40535,0.2942652,1.0352742e-05,
238340,154,272,7,238341,1,-301.1672,-434.2555,781250,7037750,133.0883,N,667.87715,0.3718359,1.0470886e-05,
238341,155,272,7,238342,1,-296.9551,-425.6055,782750,7037750,128.6504,N,657.9025,0.4695801,1.0596019e-05,
238342,156,272,7,238343,1,-291.7992,-417.3205,784250,7037750,125.5213,N,660.1311499999999,0.591196,1.0568064e-05,
238343,157,272,7,238344,1,-286.0246,-409.6675,785750,7037750,123.6429,N,666.53405,0.740282,1.0487526e-05,
238344,158,272,7,238345,1,-279.952,-402.5779,787250,7037750,122.6259,N,659.67295,0.9199983,1.0573722e-05,
238345,159,272,7,238346,1,-273.6747,-395.8802,788750,7037750,122.20550000000003,N,652.56345,1.132725,1.066391e-05,
238346,160,272,7,238347,1,-267.0565,-389.4532,790250,7037750,122.39669999999995,N,648.31585,1.379809,1.0718157e-05,
238347,161,272,7,238348,1,-259.8759,-382.9051,791750,7037750,123.0292,N,642.6557,1.661499,1.079104e-05,
238348,162,272,7,238349,1,-252.1447,-375.9067,793250,7037750,123.762,N,654.4759,1.977142,1.0639616e-05,
238349,163,272,7,238350,1,-243.3301,-367.8543,794750,7037750,124.52420000000004,N,673.3044,2.325628,1.0403328e-05,
238350,164,272,7,238351,1,-232.2591,-357.9031,796250,7037750,125.644,N,640.3061,2.705998,1.0821325e-05,
238351,165,272,7,238352,1,-216.8923,-344.8191,797750,7037750,127.92679999999999,N,637.3088,3.118065,1.0860262e-05,
238352,166,272,7,238353,1,-195.6136,-327.978,799250,7037750,132.36440000000002,N,590.1542,3.56287,1.1494579e-05,
238353,167,272,7,238354,1,-168.4919,-307.7363,800750,7037750,139.24440000000004,N,567.4367,4.042834,1.1815398e-05,
238354,168,272,7,238355,1,-137.1022,-284.6993,802250,7037750,147.59709999999998,N,532.63225,4.561526,1.2326912e-05,
238355,169,272,7,238356,1,-103.8529,-259.9142,803750,7037750,156.0613,N,485.47725,5.122983,1.3060736e-05,
238356,170,272,7,238357,1,-74.16616,-232.8899,805250,7037750,158.72374000000002,N,466.21943,5.730573,1.33e-05,
238357,171,272,7,238358,1,-56.44626,-203.6768,806750,7037750,147.23054,N,445.27053,6.385387,1.33e-05,
238358,172,272,7,238359,1,-50.78259,-171.6021,808250,7037750,120.81951000000001,N,429.072145,7.084187,1.33e-05,
238359,173,272,7,238360,1,-38.85217,-136.0876,809750,7037750,97.23543000000001,N,402.08358499999997,7.817046,1.33e-05,
