INODE,X,Y,ILAY,head_predev_m
235022,686750,7064750,7,306.6494
235023,688250,7064750,7,308.5546
235024,689750,7064750,7,310.1244
235025,691250,7064750,7,311.3009
235026,692750,7064750,7,312.1208
235027,694250,7064750,7,312.6995
235028,695750,7064750,7,313.1217
235029,697250,7064750,7,313.438
235030,698750,7064750,7,313.6768
235031,700250,7064750,7,313.8468
235032,701750,7064750,7,313.952
235033,703250,7064750,7,314.0162
235034,704750,7064750,7,314.3128
235035,706250,7064750,7,314.6192
235036,707750,7064750,7,314.843
235037,709250,7064750,7,314.9974
235038,710750,7064750,7,315.1261
235039,712250,7064750,7,315.2083
235040,713750,7064750,7,315.2172
235041,715250,7064750,7,315.1765
235042,716750,7064750,7,315.1308
235043,718250,7064750,7,315.1015
235044,719750,7064750,7,315.084
235045,721250,7064750,7,315.0656
235046,722750,7064750,7,315.0384
235047,724250,7064750,7,314.9805
235048,725750,7064750,7,314.8839
235049,727250,7064750,7,314.7522
235050,728750,7064750,7,314.6093
235051,730250,7064750,7,314.4847
235052,731750,7064750,7,314.3672
235053,733250,7064750,7,314.2755
235054,734750,7064750,7,314.2481
235055,736250,7064750,7,314.2972
235056,737750,7064750,7,314.4432
235057,739250,7064750,7,314.6946
235058,740750,7064750,7,315.0417
235059,742250,7064750,7,315.4661
235060,743750,7064750,7,315.952
235061,745250,7064750,7,316.4872
235062,746750,7064750,7,317.0587
235063,748250,7064750,7,317.6518
235064,749750,7064750,7,318.2494
235065,751250,7064750,7,318.8373
235066,752750,7064750,7,319.4089
235067,754250,7064750,7,319.9679
235068,755750,7064750,7,320.5236
235069,757250,7064750,7,321.0806
235070,758750,7064750,7,321.6319
235071,760250,7064750,7,322.1494
235072,761750,7064750,7,322.6092
235073,763250,7064750,7,323.0035
235074,764750,7064750,7,323.3199
235075,766250,7064750,7,323.5433
235076,767750,7064750,7,323.6659
235077,769250,7064750,7,323.6889
235078,770750,7064750,7,323.6135
235079,772250,7064750,7,323.4284
235080,773750,7064750,7,323.1073
235081,775250,7064750,7,322.6298
235082,776750,7064750,7,322.0014
235083,778250,7064750,7,321.2566
235084,779750,7064750,7,320.4368
235085,781250,7064750,7,319.5723
235086,782750,7064750,7,318.6822
235087,784250,7064750,7,317.7816
235088,785750,7064750,7,316.8925
235089,787250,7064750,7,316.0521
235090,788750,7064750,7,315.3089
235091,790250,7064750,7,314.6704
235092,791750,7064750,7,314.0843
235093,793250,7064750,7,313.5201
235094,794750,7064750,7,312.9863
235095,796250,7064750,7,312.4978
235096,797750,7064750,7,312.0583
235097,799250,7064750,7,311.6643
235098,800750,7064750,7,311.3093
235099,802250,7064750,7,310.982
235100,803750,7064750,7,310.6703
235101,805250,7064750,7,310.3602
235102,806750,7064750,7,310.0205
235103,808250,7064750,7,309.6515
235104,809750,7064750,7,309.2899
235105,811250,7064750,7,308.9055
235106,812750,7064750,7,308.5948
235107,551750,7063250,7,362.1442
235108,553250,7063250,7,362.1599
235109,554750,7063250,7,362.1363
235110,556250,7063250,7,362.055
235111,557750,7063250,7,361.9008
235112,559250,7063250,7,361.6603
235113,560750,7063250,7,361.3204
235114,562250,7063250,7,360.868
235115,563750,7063250,7,360.2897
235116,565250,7063250,7,359.5716
235117,566750,7063250,7,358.6989
235118,568250,7063250,7,357.656
235119,569750,7063250,7,356.4259
235120,571250,7063250,7,354.9904
235121,572750,7063250,7,353.3308
235122,574250,7063250,7,351.4294
235123,575750,7063250,7,349.2727
235124,577250,7063250,7,346.8547
235125,578750,7063250,7,344.1833
235126,580250,7063250,7,341.2852
235127,581750,7063250,7,338.2098
235128,583250,7063250,7,335.0306
235129,584750,7063250,7,331.8444
235130,586250,7063250,7,328.7668
235131,587750,7063250,7,325.8556
235132,589250,7063250,7,323.1748
235133,590750,7063250,7,320.7772
235134,592250,7063250,7,318.6929
235135,593750,7063250,7,316.928
235136,595250,7063250,7,315.4684
235137,596750,7063250,7,314.2858
235138,598250,7063250,7,313.3447
235139,599750,7063250,7,312.6073
235140,601250,7063250,7,312.0379
235141,602750,7063250,7,311.6045
235142,604250,7063250,7,311.2808
235143,605750,7063250,7,311.0459
235144,607250,7063250,7,310.8842
235145,608750,7063250,7,310.7851
235146,610250,7063250,7,310.729
235147,611750,7063250,7,310.6862
235148,613250,7063250,7,310.6549
235149,614750,7063250,7,310.6345
235150,616250,7063250,7,310.6236
235151,617750,7063250,7,310.621
235152,619250,7063250,7,310.6253
235153,620750,7063250,7,310.6348
235154,622250,7063250,7,310.6475
235155,623750,7063250,7,310.6618
235156,625250,7063250,7,310.7051
235157,626750,7063250,7,310.7698
235158,628250,7063250,7,310.8463
235159,629750,7063250,7,310.924
235160,631250,7063250,7,310.9922
235161,632750,7063250,7,311.0399
235162,634250,7063250,7,311.0566
235163,635750,7063250,7,311.0347
235164,637250,7063250,7,310.9705
235165,638750,7063250,7,310.8659
235166,640250,7063250,7,310.7273
235167,641750,7063250,7,310.5643
235168,643250,7063250,7,310.385
235169,644750,7063250,7,310.1945
235170,646250,7063250,7,309.9938
235171,647750,7063250,7,309.7809
235172,649250,7063250,7,309.5545
235173,650750,7063250,7,309.3129
235174,652250,7063250,7,309.0522
235175,653750,7063250,7,308.7619
235176,655250,7063250,7,308.4404
235177,656750,7063250,7,308.0651
235178,658250,7063250,7,307.6369
235179,659750,7063250,7,307.1417
235180,661250,7063250,7,306.5779
235181,662750,7063250,7,305.9513
235182,664250,7063250,7,305.2699
235183,665750,7063250,7,304.5412
235184,667250,7063250,7,303.7705
235185,668750,7063250,7,302.9555
235186,670250,7063250,7,302.0892
235187,671750,7063250,7,301.1519
235188,673250,7063250,7,300.101
235189,674750,7063250,7,298.8376
235190,676250,7063250,7,297.54
235191,677750,7063250,7,296.1662
235192,679250,7063250,7,296.5791
235193,680750,7063250,7,296.8839
235194,682250,7063250,7,297.1078
235195,683750,7063250,7,297.9191
235196,685250,7063250,7,300.3043
235197,686750,7063250,7,303.1294
235198,688250,7063250,7,305.7192
235199,689750,7063250,7,307.8011
235200,691250,7063250,7,309.3277
235201,692750,7063250,7,310.3875
235202,694250,7063250,7,311.1218
235203,695750,7063250,7,311.6453
235204,697250,7063250,7,312.0344
235205,698750,7063250,7,312.3313
235206,700250,7063250,7,312.5654
235207,701750,7063250,7,312.7604
235208,703250,7063250,7,312.9415
235209,704750,7063250,7,313.1479
235210,706250,7063250,7,313.3674
235211,707750,7063250,7,313.5533
235212,709250,7063250,7,313.6587
235213,710750,7063250,7,313.7231
235214,712250,7063250,7,313.7272
235215,713750,7063250,7,313.6782
235216,715250,7063250,7,313.5966
235217,716750,7063250,7,313.5051
235218,718250,7063250,7,313.4175
235219,719750,7063250,7,313.3353
235220,721250,7063250,7,313.2518
235221,722750,7063250,7,313.1607
235222,724250,7063250,7,313.055
235223,725750,7063250,7,312.9346
235224,727250,7063250,7,312.8074
235225,728750,7063250,7,312.6792
235226,730250,7063250,7,312.5717
235227,731750,7063250,7,312.4986
235228,733250,7063250,7,312.4684
235229,734750,7063250,7,312.4972
235230,736250,7063250,7,312.6
235231,737750,7063250,7,312.7904
235232,739250,7063250,7,313.0746
235233,740750,7063250,7,313.4465
235234,742250,7063250,7,313.8936
235235,743750,7063250,7,314.4023
235236,745250,7063250,7,314.9606
235237,746750,7063250,7,315.5557
235238,748250,7063250,7,316.1735
235239,749750,7063250,7,316.7984
235240,751250,7063250,7,317.4162
235241,752750,7063250,7,318.0184
235242,754250,7063250,7,318.6045
235243,755750,7063250,7,319.1801
235244,757250,7063250,7,319.7484
235245,758750,7063250,7,320.3019
235246,760250,7063250,7,320.8234
235247,761750,7063250,7,321.296
235248,763250,7063250,7,321.7088
235249,764750,7063250,7,322.0444
235250,766250,7063250,7,322.2855
235251,767750,7063250,7,322.4238
235252,769250,7063250,7,322.4579
235253,770750,7063250,7,322.3853
235254,772250,7063250,7,322.1956
235255,773750,7063250,7,321.8729
235256,775250,7063250,7,321.4096
235257,776750,7063250,7,320.8182
235258,778250,7063250,7,320.1226
235259,779750,7063250,7,319.3477
235260,781250,7063250,7,318.5149
235261,782750,7063250,7,317.6439
235262,784250,7063250,7,316.7555
235263,785750,7063250,7,315.8762
235264,787250,7063250,7,315.0427
235265,788750,7063250,7,314.2863
235266,790250,7063250,7,313.6017
235267,791750,7063250,7,312.9651
235268,793250,7063250,7,312.3679
235269,794750,7063250,7,311.8275
235270,796250,7063250,7,311.3537
235271,797750,7063250,7,310.9426
235272,799250,7063250,7,310.583
235273,800750,7063250,7,310.2608
235274,802250,7063250,7,309.9589
235275,803750,7063250,7,309.658
235276,805250,7063250,7,309.3442
235277,806750,7063250,7,309.0064
235278,808250,7063250,7,308.6613
235279,809750,7063250,7,308.3294
235280,811250,7063250,7,307.9964
235281,812750,7063250,7,307.6723
235282,814250,7063250,7,307.2612
235283,551750,7061750,7,359.248
235284,553250,7061750,7,359.2866
235285,554750,7061750,7,359.2663
235286,556250,7061750,7,359.1736
235287,557750,7061750,7,358.9966
235288,559250,7061750,7,358.7239
235289,560750,7061750,7,358.3441
235290,562250,7061750,7,357.8459
235291,563750,7061750,7,357.2175
235292,565250,7061750,7,356.4475
235293,566750,7061750,7,355.5243
235294,568250,7061750,7,354.436
235295,569750,7061750,7,353.1704
235296,571250,7061750,7,351.7144
235297,572750,7061750,7,350.0552
235298,574250,7061750,7,348.1804
235299,575750,7061750,7,346.081
235300,577250,7061750,7,343.7545
235301,578750,7061750,7,341.2098
235302,580250,7061750,7,338.472
235303,581750,7061750,7,335.5858
235304,583250,7061750,7,332.6171
235305,584750,7061750,7,329.6488
235306,586250,7061750,7,326.7706
235307,587750,7061750,7,324.0551
235308,589250,7061750,7,321.5653
235309,590750,7061750,7,319.3483
235310,592250,7061750,7,317.4295
235311,593750,7061750,7,315.8117
235312,595250,7061750,7,314.4795
235313,596750,7061750,7,313.4048
235314,598250,7061750,7,312.5527
235315,599750,7061750,7,311.8874
235316,601250,7061750,7,311.3748
235317,602750,7061750,7,310.9853
235318,604250,7061750,7,310.6943
235319,605750,7061750,7,310.4828
235320,607250,7061750,7,310.3366
235321,608750,7061750,7,310.2452
235322,610250,7061750,7,310.1778
235323,611750,7061750,7,310.1215
235324,613250,7061750,7,310.0753
235325,614750,7061750,7,310.0381
235326,616250,7061750,7,310.0086
235327,617750,7061750,7,309.9856
235328,619250,7061750,7,309.9675
235329,620750,7061750,7,309.9527
235330,622250,7061750,7,309.9392
235331,623750,7061750,7,309.924
235332,625250,7061750,7,309.919
235333,626750,7061750,7,309.9264
235334,628250,7061750,7,309.9362
235335,629750,7061750,7,309.9384
235336,631250,7061750,7,309.9227
235337,632750,7061750,7,309.8794
235338,634250,7061750,7,309.8002
235339,635750,7061750,7,309.6797
235340,637250,7061750,7,309.5159
235341,638750,7061750,7,309.3118
235342,640250,7061750,7,309.0742
235343,641750,7061750,7,308.8125
235344,643250,7061750,7,308.5353
235345,644750,7061750,7,308.2478
235346,646250,7061750,7,307.9568
235347,647750,7061750,7,307.6621
235348,649250,7061750,7,307.3665
235349,650750,7061750,7,307.0704
235350,652250,7061750,7,306.7658
235351,653750,7061750,7,306.4414
235352,655250,7061750,7,306.087
235353,656750,7061750,7,305.6904
235354,658250,7061750,7,305.2466
235355,659750,7061750,7,304.7516
235356,661250,7061750,7,304.2084
235357,662750,7061750,7,303.6247
235358,664250,7061750,7,303.0019
235359,665750,7061750,7,302.3432
235360,667250,7061750,7,301.6468
235361,668750,7061750,7,300.9064
235362,670250,7061750,7,300.11
235363,671750,7061750,7,299.2302
235364,673250,7061750,7,298.1883
235365,674750,7061750,7,296.7528
235366,676250,7061750,7,294.7747
235367,677750,7061750,7,290.9176
235368,679250,7061750,7,293.1652
235369,680750,7061750,7,292.9952
235370,682250,7061750,7,291.7657
235371,683750,7061750,7,291.1771
235372,685250,7061750,7,294.9788
235373,686750,7061750,7,299.3348
235374,688250,7061750,7,302.9652
235375,689750,7061750,7,305.6811
235376,691250,7061750,7,307.5743
235377,692750,7061750,7,308.8552
235378,694250,7061750,7,309.724
235379,695750,7061750,7,310.3401
235380,697250,7061750,7,310.8003
235381,698750,7061750,7,311.1564
235382,700250,7061750,7,311.4447
235383,701750,7061750,7,311.6904
235384,703250,7061750,7,311.9112
235385,704750,7061750,7,312.1003
235386,706250,7061750,7,312.2789
235387,707750,7061750,7,312.422
235388,709250,7061750,7,312.4695
235389,710750,7061750,7,312.5358
235390,712250,7061750,7,312.4998
235391,713750,7061750,7,312.415
235392,715250,7061750,7,312.3051
235393,716750,7061750,7,312.1775
235394,718250,7061750,7,312.0438
235395,719750,7061750,7,311.9107
235396,721250,7061750,7,311.7785
235397,722750,7061750,7,311.6454
235398,724250,7061750,7,311.5116
235399,725750,7061750,7,311.3801
235400,727250,7061750,7,311.256
235401,728750,7061750,7,311.1443
235402,730250,7061750,7,311.0578
235403,731750,7061750,7,311.0104
235404,733250,7061750,7,311.0106
235405,734750,7061750,7,311.069
235406,736250,7061750,7,311.1963
235407,737750,7061750,7,311.4026
235408,739250,7061750,7,311.6927
235409,740750,7061750,7,312.0642
235410,742250,7061750,7,312.5086
235411,743750,7061750,7,313.0155
235412,745250,7061750,7,313.5737
235413,746750,7061750,7,314.1711
235414,748250,7061750,7,314.7946
235415,749750,7061750,7,315.4296
235416,751250,7061750,7,316.062
235417,752750,7061750,7,316.6821
235418,754250,7061750,7,317.2856
235419,755750,7061750,7,317.8739
235420,757250,7061750,7,318.4484
235421,758750,7061750,7,319.0026
235422,760250,7061750,7,319.5245
235423,761750,7061750,7,320.0
235424,763250,7061750,7,320.4158
235425,764750,7061750,7,320.7543
235426,766250,7061750,7,320.9987
235427,767750,7061750,7,321.1385
235428,769250,7061750,7,321.1699
235429,770750,7061750,7,321.0875
235430,772250,7061750,7,320.8817
235431,773750,7061750,7,320.5472
235432,775250,7061750,7,320.0898
235433,776750,7061750,7,319.5251
235434,778250,7061750,7,318.8691
235435,779750,7061750,7,318.1366
235436,781250,7061750,7,317.3444
235437,782750,7061750,7,316.5112
235438,784250,7061750,7,315.655
235439,785750,7061750,7,314.7976
235440,787250,7061750,7,313.9691
235441,788750,7061750,7,313.1948
235442,790250,7061750,7,312.4686
235443,791750,7061750,7,311.823
235444,793250,7061750,7,311.2301
235445,794750,7061750,7,310.7137
235446,796250,7061750,7,310.2771
235447,797750,7061750,7,309.9081
235448,799250,7061750,7,309.5881
235449,800750,7061750,7,309.297
235450,802250,7061750,7,309.0156
235451,803750,7061750,7,308.7249
235452,805250,7061750,7,308.4127
235453,806750,7061750,7,308.089
235454,808250,7061750,7,307.7882
235455,809750,7061750,7,307.5102
235456,811250,7061750,7,307.218
235457,812750,7061750,7,306.8834
235458,814250,7061750,7,306.4867
235459,815750,7061750,7,306.0575
235460,551750,7060250,7,356.2688
235461,553250,7060250,7,356.332
235462,554750,7060250,7,356.315
235463,556250,7060250,7,356.2103
235464,557750,7060250,7,356.0096
235465,559250,7060250,7,355.7038
235466,560750,7060250,7,355.2836
235467,562250,7060250,7,354.7397
235468,563750,7060250,7,354.0627
235469,565250,7060250,7,353.2441
235470,566750,7060250,7,352.2756
235471,568250,7060250,7,351.1496
235472,569750,7060250,7,349.8592
235473,571250,7060250,7,348.3963
235474,572750,7060250,7,346.7538
235475,574250,7060250,7,344.9246
235476,575750,7060250,7,342.9037
235477,577250,7060250,7,340.6911
235478,578750,7060250,7,338.2956
235479,580250,7060250,7,335.7389
235480,581750,7060250,7,333.0588
235481,583250,7060250,7,330.3115
235482,584750,7060250,7,327.5671
235483,586250,7060250,7,324.9024
235484,587750,7060250,7,322.3888
235485,589250,7060250,7,320.0866
235486,590750,7060250,7,318.0402
235487,592250,7060250,7,316.2725
235488,593750,7060250,7,314.7856
235489,595250,7060250,7,313.5642
235490,596750,7060250,7,312.5814
235491,598250,7060250,7,311.8041
235492,599750,7060250,7,311.1981
235493,601250,7060250,7,310.7314
235494,602750,7060250,7,310.3763
235495,604250,7060250,7,310.1096
235496,605750,7060250,7,309.9135
235497,607250,7060250,7,309.7745
235498,608750,7060250,7,309.6795
235499,610250,7060250,7,309.6
235500,611750,7060250,7,309.5303
235501,613250,7060250,7,309.4692
235502,614750,7060250,7,309.4155
235503,616250,7060250,7,309.3681
235504,617750,7060250,7,309.3256
235505,619250,7060250,7,309.2865
235506,620750,7060250,7,309.2495
235507,622250,7060250,7,309.2127
235508,623750,7060250,7,309.1747
235509,625250,7060250,7,309.1332
235510,626750,7060250,7,309.0941
235511,628250,7060250,7,309.0475
235512,629750,7060250,7,308.9848
235513,631250,7060250,7,308.8973
235514,632750,7060250,7,308.7773
235515,634250,7060250,7,308.6187
235516,635750,7060250,7,308.4187
235517,637250,7060250,7,308.1772
235518,638750,7060250,7,307.8977
235519,640250,7060250,7,307.5869
235520,641750,7060250,7,307.2539
235521,643250,7060250,7,306.9056
235522,644750,7060250,7,306.5452
235523,646250,7060250,7,306.1962
235524,647750,7060250,7,305.8461
235525,649250,7060250,7,305.5014
235526,650750,7060250,7,305.1624
235527,652250,7060250,7,304.8203
235528,653750,7060250,7,304.4629
235529,655250,7060250,7,304.0802
235530,656750,7060250,7,303.6642
235531,658250,7060250,7,303.2112
235532,659750,7060250,7,302.7213
235533,661250,7060250,7,302.2003
235534,662750,7060250,7,301.6596
235535,664250,7060250,7,301.0949
235536,665750,7060250,7,300.5107
235537,667250,7060250,7,299.9004
235538,668750,7060250,7,299.2571
235539,670250,7060250,7,298.5676
235540,671750,7060250,7,297.8079
235541,673250,7060250,7,296.934
235542,674750,7060250,7,295.7326
235543,676250,7060250,7,293.7966
235544,677750,7060250,7,292.511
235545,679250,7060250,7,291.8122
235546,680750,7060250,7,289.6929
235547,682250,7060250,7,285.0791
235548,683750,7060250,7,279.1112
235549,685250,7060250,7,288.086
235550,686750,7060250,7,295.5248
235551,688250,7060250,7,300.559
235552,689750,7060250,7,303.9009
235553,691250,7060250,7,306.0949
235554,692750,7060250,7,307.5388
235555,694250,7060250,7,308.4984
235556,695750,7060250,7,309.1805
235557,697250,7060250,7,309.7105
235558,698750,7060250,7,310.1246
235559,700250,7060250,7,310.4561
235560,701750,7060250,7,310.7295
235561,703250,7060250,7,310.9558
235562,704750,7060250,7,311.1366
235563,706250,7060250,7,311.3049
235564,707750,7060250,7,311.3803
235565,709250,7060250,7,311.1834
235566,710750,7060250,7,311.4542
235567,712250,7060250,7,311.4667
235568,713750,7060250,7,311.3818
235569,715250,7060250,7,311.2468
235570,716750,7060250,7,311.0881
235571,718250,7060250,7,310.9188
235572,719750,7060250,7,310.7513
235573,721250,7060250,7,310.5908
235574,722750,7060250,7,310.4361
235575,724250,7060250,7,310.2899
235576,725750,7060250,7,310.156
235577,727250,7060250,7,310.0381
235578,728750,7060250,7,309.9403
235579,730250,7060250,7,309.8705
235580,731750,7060250,7,309.8396
235581,733250,7060250,7,309.8545
235582,734750,7060250,7,309.9233
235583,736250,7060250,7,310.0546
235584,737750,7060250,7,310.2563
235585,739250,7060250,7,310.5332
235586,740750,7060250,7,310.8853
235587,742250,7060250,7,311.308
235588,743750,7060250,7,311.7935
235589,745250,7060250,7,312.3322
235590,746750,7060250,7,312.9133
235591,748250,7060250,7,313.5243
235592,749750,7060250,7,314.1519
235593,751250,7060250,7,314.7828
235594,752750,7060250,7,315.4061
235595,754250,7060250,7,316.0152
235596,755750,7060250,7,316.6075
235597,757250,7060250,7,317.1815
235598,758750,7060250,7,317.7317
235599,760250,7060250,7,318.2475
235600,761750,7060250,7,318.716
235601,763250,7060250,7,319.1228
235602,764750,7060250,7,319.4513
235603,766250,7060250,7,319.6857
235604,767750,7060250,7,319.8153
235605,769250,7060250,7,319.8333
235606,770750,7060250,7,319.7341
235607,772250,7060250,7,319.5112
235608,773750,7060250,7,319.1662
235609,775250,7060250,7,318.7143
235610,776750,7060250,7,318.1697
235611,778250,7060250,7,317.5418
235612,779750,7060250,7,316.842
235613,781250,7060250,7,316.0866
235614,782750,7060250,7,315.2929
235615,784250,7060250,7,314.4733
235616,785750,7060250,7,313.643
235617,787250,7060250,7,312.8264
235618,788750,7060250,7,312.0549
235619,790250,7060250,7,311.342
235620,791750,7060250,7,310.7032
235621,793250,7060250,7,310.1432
235622,794750,7060250,7,309.6705
235623,796250,7060250,7,309.28
235624,797750,7060250,7,308.9535
235625,799250,7060250,7,308.6672
235626,800750,7060250,7,308.398
235627,802250,7060250,7,308.1297
235628,803750,7060250,7,307.8535
235629,805250,7060250,7,307.5654
235630,806750,7060250,7,307.2791
235631,808250,7060250,7,307.0193
235632,809750,7060250,7,306.7718
235633,811250,7060250,7,306.495
235634,812750,7060250,7,306.1609
235635,814250,7060250,7,305.7685
235636,815750,7060250,7,305.3716
235637,817250,7060250,7,304.9238
235638,551750,7058750,7,353.2431
235639,553250,7058750,7,353.3222
235640,554750,7058750,7,353.3033
235641,556250,7058750,7,353.1832
235642,557750,7058750,7,352.9564
235643,559250,7058750,7,352.6166
235644,560750,7058750,7,352.1563
235645,562250,7058750,7,351.5684
235646,563750,7058750,7,350.8463
235647,565250,7058750,7,349.9844
235648,566750,7058750,7,348.9782
235649,568250,7058750,7,347.8246
235650,569750,7058750,7,346.5213
235651,571250,7058750,7,345.0657
235652,572750,7058750,7,343.4556
235653,574250,7058750,7,341.6886
235654,575750,7058750,7,339.7636
235655,577250,7058750,7,337.682
235656,578750,7058750,7,335.4518
235657,580250,7058750,7,333.0899
235658,581750,7058750,7,330.627
235659,583250,7058750,7,328.1085
235660,584750,7058750,7,325.5931
235661,586250,7058750,7,323.147
235662,587750,7058750,7,320.8356
235663,589250,7058750,7,318.7158
235664,590750,7058750,7,316.8298
235665,592250,7058750,7,315.2001
235666,593750,7058750,7,313.8295
235667,595250,7058750,7,312.7045
235668,596750,7058750,7,311.8
235669,598250,7058750,7,311.085
235670,599750,7058750,7,310.5275
235671,601250,7058750,7,310.0975
235672,602750,7058750,7,309.7688
235673,604250,7058750,7,309.5195
235674,605750,7058750,7,309.3325
235675,607250,7058750,7,309.1944
235676,608750,7058750,7,309.09
235677,610250,7058750,7,308.9987
235678,611750,7058750,7,308.9157
235679,613250,7058750,7,308.84
235680,614750,7058750,7,308.7703
235681,616250,7058750,7,308.7056
235682,617750,7058750,7,308.6446
235683,619250,7058750,7,308.586
235684,620750,7058750,7,308.5284
235685,622250,7058750,7,308.4703
235686,623750,7058750,7,308.4104
235687,625250,7058750,7,308.3437
235688,626750,7058750,7,308.2679
235689,628250,7058750,7,308.1753
235690,629750,7058750,7,308.0593
235691,631250,7058750,7,307.9135
235692,632750,7058750,7,307.7325
235693,634250,7058750,7,307.513
235694,635750,7058750,7,307.2545
235695,637250,7058750,7,306.9588
235696,638750,7058750,7,306.6296
235697,640250,7058750,7,306.2729
235698,641750,7058750,7,305.8964
235699,643250,7058750,7,305.5061
235700,644750,7058750,7,305.1104
235701,646250,7058750,7,304.7212
235702,647750,7058750,7,304.3372
235703,649250,7058750,7,303.9585
235704,650750,7058750,7,303.5865
235705,652250,7058750,7,303.2109
235706,653750,7058750,7,302.8226
235707,655250,7058750,7,302.4146
235708,656750,7058750,7,301.9827
235709,658250,7058750,7,301.5255
235710,659750,7058750,7,301.0459
235711,661250,7058750,7,300.5508
235712,662750,7058750,7,300.0473
235713,664250,7058750,7,299.5364
235714,665750,7058750,7,299.0246
235715,667250,7058750,7,298.5046
235716,668750,7058750,7,297.9704
235717,670250,7058750,7,297.4074
235718,671750,7058750,7,296.7674
235719,673250,7058750,7,296.1733
235720,674750,7058750,7,295.3867
235721,676250,7058750,7,294.3001
235722,677750,7058750,7,293.2048
235723,679250,7058750,7,291.6471
235724,680750,7058750,7,287.931
235725,682250,7058750,7,278.3285
235726,683750,7058750,7,250.5344
235727,685250,7058750,7,280.8084
235728,686750,7058750,7,292.9173
235729,688250,7058750,7,299.0675
235730,689750,7058750,7,302.6751
235731,691250,7058750,7,304.9589
235732,692750,7058750,7,306.4492
235733,694250,7058750,7,307.4322
235734,695750,7058750,7,308.1329
235735,697250,7058750,7,308.7377
235736,698750,7058750,7,309.2077
235737,700250,7058750,7,309.5728
235738,701750,7058750,7,309.8568
235739,703250,7058750,7,310.0582
235740,704750,7058750,7,310.1687
235741,706250,7058750,7,310.3967
235742,707750,7058750,7,310.5037
235743,709250,7058750,7,310.4736
235744,710750,7058750,7,310.5529
235745,712250,7058750,7,310.5426
235746,713750,7058750,7,310.4587
235747,715250,7058750,7,310.3261
235748,716750,7058750,7,310.1602
235749,718250,7058750,7,309.9722
235750,719750,7058750,7,309.798
235751,721250,7058750,7,309.6312
235752,722750,7058750,7,309.4739
235753,724250,7058750,7,309.33
235754,725750,7058750,7,309.2024
235755,727250,7058750,7,309.0938
235756,728750,7058750,7,309.008
235757,730250,7058750,7,308.9503
235758,731750,7058750,7,308.928
235759,733250,7058750,7,308.9472
235760,734750,7058750,7,309.0145
235761,736250,7058750,7,309.1371
235762,737750,7058750,7,309.3217
235763,739250,7058750,7,309.5733
235764,740750,7058750,7,309.8936
235765,742250,7058750,7,310.2811
235766,743750,7058750,7,310.7308
235767,745250,7058750,7,311.235
235768,746750,7058750,7,311.7843
235769,748250,7058750,7,312.3676
235770,749750,7058750,7,312.9726
235771,751250,7058750,7,313.5867
235772,752750,7058750,7,314.199
235773,754250,7058750,7,314.8009
235774,755750,7058750,7,315.3865
235775,757250,7058750,7,315.9514
235776,758750,7058750,7,316.4894
235777,760250,7058750,7,316.9907
235778,761750,7058750,7,317.4429
235779,763250,7058750,7,317.8313
235780,764750,7058750,7,318.1402
235781,766250,7058750,7,318.3556
235782,767750,7058750,7,318.4679
235783,769250,7058750,7,318.4692
235784,770750,7058750,7,318.3533
235785,772250,7058750,7,318.1181
235786,773750,7058750,7,317.771
235787,775250,7058750,7,317.327
235788,776750,7058750,7,316.7952
235789,778250,7058750,7,316.1819
235790,779750,7058750,7,315.4997
235791,781250,7058750,7,314.7673
235792,782750,7058750,7,314.0019
235793,784250,7058750,7,313.2131
235794,785750,7058750,7,312.4123
235795,787250,7058750,7,311.6254
235796,788750,7058750,7,310.8823
235797,790250,7058750,7,310.2092
235798,791750,7058750,7,309.6195
235799,793250,7058750,7,309.1165
235800,794750,7058750,7,308.6984
235801,796250,7058750,7,308.3534
235802,797750,7058750,7,308.0606
235803,799250,7058750,7,307.7967
235804,800750,7058750,7,307.5427
235805,802250,7058750,7,307.2887
235806,803750,7058750,7,307.0364
235807,805250,7058750,7,306.7897
235808,806750,7058750,7,306.5514
235809,808250,7058750,7,306.3224
235810,809750,7058750,7,306.0871
235811,811250,7058750,7,305.8123
235812,812750,7058750,7,305.4654
235813,814250,7058750,7,305.0527
235814,815750,7058750,7,304.6345
235815,817250,7058750,7,304.2115
235816,551750,7057250,7,350.2024
235817,553250,7057250,7,350.2837
235818,554750,7057250,7,350.255
235819,556250,7057250,7,350.1146
235820,557750,7057250,7,349.8594
235821,559250,7057250,7,349.4848
235822,560750,7057250,7,348.9858
235823,562250,7057250,7,348.3573
235824,563750,7057250,7,347.5955
235825,565250,7057250,7,346.6981
235826,566750,7057250,7,345.6642
235827,568250,7057250,7,344.4947
235828,569750,7057250,7,343.1917
235829,571250,7057250,7,341.7576
235830,572750,7057250,7,340.1943
235831,574250,7057250,7,338.5034
235832,575750,7057250,7,336.6867
235833,577250,7057250,7,334.7469
235834,578750,7057250,7,332.6904
235835,580250,7057250,7,330.5299
235836,581750,7057250,7,328.2883
235837,583250,7057250,7,326.001
235838,584750,7057250,7,323.7154
235839,586250,7057250,7,321.4874
235840,587750,7057250,7,319.3752
235841,589250,7057250,7,317.4313
235842,590750,7057250,7,315.6962
235843,592250,7057250,7,314.1929
235844,593750,7057250,7,312.9263
235845,595250,7057250,7,311.8852
235846,596750,7057250,7,311.0474
235847,598250,7057250,7,310.3845
