RN,YEAR,PROP_ID,GIS_LAT,GIS_LNG,IN_CMA,IN_AOI,BORE_TYPE,BORE_STATUS,OGIA_P3,FM_GROUP,MainAq,FORMATION,LAYER,REL_T,SD_Prop_Dry,SD_Prop_Av,SD_Prop_Wet,SI_Prop_Dry,SI_Prop_Av,SI_Prop_Wet,SD_Bore_Dry,SD_Bore_Av,SD_Bore_Wet,SI_Bore_Dry,SI_Bore_Av,SI_Bore_Wet,BoreYld,YldAuthPCT,SHARE_ENT_EVEN,SHARE_ENT_YLD,AUTH_REFS,NOM_ENT,NSD_Bore_Wet,NSD_Bore_Av,NSD_Bore_Dry,GMA,Limitation,WU_SOURCE,Metered_Bore,Metered_Prop,Metered_Source,ClimateZone,Climate,SD_Prop,SI_Prop,NSD_Bore,SD_Bore,SI_Bore,SI_TYPE,WU_CLASS,ML_Bore,ML_Aquifer
106780,2024,372098,-27.55249242,152.1253242,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.993268887,0.540338191,0.534287462,0.528236734,,,,0.540338191,0.534287462,0.528236734,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.534287462,,,0.534287462,0,,S&D,0.534287462,0.530691113
173405,2024,372134,-27.55696147,152.1255878,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.99233214,0.508049497,0.506842073,0.505634648,,,,0.508049497,0.506842073,0.505634648,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.506842073,,,0.506842073,0,,S&D,0.506842073,0.502955679
56276,2024,372141,-27.55774618,152.1249722,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.948009747,0.620119303,0.602101408,0.584083512,,,,0.620119303,0.602101408,0.584083512,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.602101408,,,0.602101408,0,,S&D,0.602101408,0.570798003
75287,2024,372184,-27.56233204,152.132361,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.747127354,0.710058251,0.672989148,,,,0.747127354,0.710058251,0.672989148,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.710058251,,,0.710058251,0,,S&D,0.710058251,0.710058251
75936,2024,372206,-27.5617933,152.1441776,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.997267121,0.766428692,0.726464388,0.686500084,,,,0.766428692,0.726464388,0.686500084,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.726464388,,,0.726464388,0,,S&D,0.726464388,0.724479049
75933,2024,372350,-27.54377799,152.1368766,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
129591,2024,372372,-27.4643513,152.0594305,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.540125599,0.534106759,0.528087919,,,,0.540125599,0.534106759,0.528087919,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.534106759,,,0.534106759,0,,S&D,0.534106759,0.534106759
129274,2024,372385,-27.4614944,152.0590849,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.544784382,0.538066724,0.531349067,,,,0.544784382,0.538066724,0.531349067,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.538066724,,,0.538066724,0,,S&D,0.538066724,0.538066724
173675,2024,372404,-27.46138889,152.0525,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.540916502,0.534779026,0.528641551,,,,0.540916502,0.534779026,0.528641551,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.534779026,,,0.534779026,0,,S&D,0.534779026,0.534779026
106828,2024,372408,-27.46210341,152.0449547,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.602420219,0.587057186,0.571694153,,,,0.602420219,0.587057186,0.571694153,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.587057186,,,0.587057186,0,,S&D,0.587057186,0.587057186
106809,2024,372413,-27.46555403,152.0609043,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.540272349,0.534231497,0.528190645,,,,0.540272349,0.534231497,0.528190645,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.534231497,,,0.534231497,0,,S&D,0.534231497,0.534231497
75179,2024,372414,-27.46531765,152.0604979,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.903051804,0.540281999,0.534239699,0.528197399,,,,0.270141,0.26711985,0.2640987,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.534239699,,,0.26711985,0,,S&D,0.26711985,0.241223062
154578,2024,372430,-27.45875563,152.04891,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.700817075,0.670694513,0.640571952,,,,0.700817075,0.670694513,0.640571952,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.670694513,,,0.670694513,0,,S&D,0.670694513,0.670694513
197268,2024,372432,-27.45694843,152.0499793,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.888178261,0.829951522,0.771724782,,,,0.44408913,0.414975761,0.385862391,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.829951522,,,0.414975761,0,,S&D,0.414975761,0.414975761
143447,2024,372436,-27.46,152.055,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.530499034,0.525924179,0.521349324,,,,0.530499034,0.525924179,0.521349324,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.525924179,,,0.525924179,0,,S&D,0.525924179,0.525924179
22034,2024,372477,-27.55763683,152.0141849,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.978117977,0.729664924,0.695215185,0.660765447,,,,0.729664924,0.695215185,0.660765447,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.695215185,,,0.695215185,0,,S&D,0.695215185,0.680002471
106464,2024,372487,-27.56693281,151.9990829,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.911264844,0.849575117,0.787885391,,,,0.911264844,0.849575117,0.787885391,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.849575117,,,0.849575117,0,,S&D,0.849575117,0.849575117
189703,2024,372519,-27.54083333,152.0561111,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.727141092,0.693069928,0.658998764,,,,0.727141092,0.693069928,0.658998764,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.693069928,,,0.693069928,0,,S&D,0.693069928,0.693069928
189399,2024,372520,-27.54110822,152.0577734,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.708471132,0.677200462,0.645929792,,,,0.708471132,0.677200462,0.645929792,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.677200462,,,0.677200462,0,,S&D,0.677200462,0.677200462
75951,2024,372522,-27.54230582,152.06285,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.9852798,0.751650058,0.71390255,0.676155041,,,,0.751650058,0.71390255,0.676155041,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.71390255,,,0.71390255,0,,S&D,0.71390255,0.703393761
75723,2024,372637,-27.55968679,152.0255145,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.991289902,0.70250454,0.672128859,0.641753178,,,,0.23416818,0.224042953,0.213917726,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.672128859,,,0.224042953,0,,S&D,0.224042953,0.222091517
75957,2024,372637,-27.55979885,152.0257607,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.985848568,0.70250454,0.672128859,0.641753178,,,,0.23416818,0.224042953,0.213917726,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.672128859,,,0.224042953,0,,S&D,0.224042953,0.220872424
106745,2024,372637,-27.55975194,152.0265077,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.993173625,0.70250454,0.672128859,0.641753178,,,,0.23416818,0.224042953,0.213917726,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.672128859,,,0.224042953,0,,S&D,0.224042953,0.222513552
66272,2024,372645,-27.55805812,152.0232196,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.97124459,0.531501558,0.526776324,0.522051091,,,,0.531501558,0.526776324,0.522051091,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.526776324,,,0.526776324,0,,S&D,0.526776324,0.511628655
75005,2024,372657,-27.56162793,152.0239855,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.530043258,0.525536769,0.52103028,,,,0.530043258,0.525536769,0.52103028,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.525536769,,,0.525536769,0,,S&D,0.525536769,0.525536769
106692,2024,372708,-27.5560491,152.0210963,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.993851594,0.540221797,0.534188527,0.528155258,,,,0.270110898,0.267094264,0.264077629,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.534188527,,,0.267094264,0,,S&D,0.267094264,0.26545206
106744,2024,372905,-27.55124368,152.0263415,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.993229907,0.531479231,0.526757346,0.522035462,,,,0.265739615,0.263378673,0.261017731,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.526757346,,,0.263378673,0,,S&D,0.263378673,0.261595575
75950,2024,372938,-27.53727549,152.0466716,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.928644385,0.864347727,0.800051069,,,,0.928644385,0.864347727,0.800051069,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.864347727,,,0.864347727,0,,S&D,0.864347727,0.864347727
173906,2024,372978,-27.54867139,152.0342838,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.550344162,0.542792538,0.535240914,,,,0.550344162,0.542792538,0.535240914,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.542792538,,,0.542792538,0,,S&D,0.542792538,0.542792538
83150,2024,372997,-27.53133331,152.0638257,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.703464354,0.672944701,0.642425048,,,,0.703464354,0.672944701,0.642425048,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.672944701,,,0.672944701,0,,S&D,0.672944701,0.672944701
56373,2024,372998,-27.53127476,152.0686688,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.872583139,0.816695668,0.760808197,,,,0.872583139,0.816695668,0.760808197,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.816695668,,,0.816695668,0,,S&D,0.816695668,0.816695668
189715,2024,373002,-27.53638889,152.0586111,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.966879169,0.896847294,0.826815418,,,,0.966879169,0.896847294,0.826815418,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.896847294,,,0.896847294,0,,S&D,0.896847294,0.896847294
189413,2024,373032,-27.54008231,152.0569112,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.906924415,0.845885753,0.78484709,,,,0.906924415,0.845885753,0.78484709,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.845885753,,,0.845885753,0,,S&D,0.845885753,0.845885753
106717,2024,373035,-27.54046273,152.065121,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.703621475,0.673078254,0.642535032,,,,0.703621475,0.673078254,0.642535032,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.673078254,,,0.673078254,0,,S&D,0.673078254,0.673078254
173900,2024,373037,-27.5409978,152.068175,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.919568124,0.856632905,0.793697687,,,,0.919568124,0.856632905,0.793697687,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.856632905,,,0.856632905,0,,S&D,0.856632905,0.856632905
106338,2024,374253,-27.65207462,152.1624141,,,PWS,AD,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.214285714,0.192857143,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.192857143,0,,S&D,0.192857143,0.192857143
106374,2024,374253,-27.65358637,152.164192,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.214285714,0.192857143,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.192857143,0,,S&D,0.192857143,0.192857143
106375,2024,374253,-27.65347228,152.1652872,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.214285714,0.192857143,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.192857143,0,,S&D,0.192857143,0.192857143
106897,2024,374253,-27.65361111,152.1633333,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.214285714,0.192857143,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.192857143,0,,S&D,0.192857143,0.192857143
143475,2024,374253,-27.6540636,152.1623751,,,WS,AD,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.214285714,0.192857143,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.192857143,0,,S&D,0.192857143,0.192857143
143528,2024,374253,-27.6538863,152.1627162,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.214285714,0.192857143,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.192857143,0,,S&D,0.192857143,0.192857143
154353,2024,374253,-27.65362686,152.1632694,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.214285714,0.192857143,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.192857143,0,,S&D,0.192857143,0.192857143
208919,2024,374292,-27.6649,152.15624,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.25,0.225,0.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.225,0,,S&D,0.225,0.225
197443,2024,374384,-27.63699878,152.1103706,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.999524989,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.349358735
106905,2024,374404,-27.6522557,152.1662222,,,WS,AD,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.5,0.45,0.4,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.45,0,,S&D,0.45,0.45
143817,2024,374404,-27.651919,152.1632382,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.5,0.45,0.4,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.45,0,,S&D,0.45,0.45
143193,2024,374414,-27.6254091,152.1577016,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
154555,2024,374431,-27.63194444,152.1561111,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
189230,2024,374459,-27.58194444,152.165,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
75934,2024,374585,-27.55160069,152.1611947,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.653543209,0.630511728,0.607480246,,,,0.653543209,0.630511728,0.607480246,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.630511728,,,0.630511728,0,,S&D,0.630511728,0.630511728
71064,2024,374629,-27.54651474,152.1675033,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
205488,2024,374630,-27.54396977,152.1680891,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
106728,2024,374634,-27.53617627,152.1658644,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
189490,2024,374637,-27.5284722,152.1624743,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
75178,2024,374705,-27.54022461,152.1114096,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.998692141,1.5,1.35,1.2,,,,0.75,0.675,0.6,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.675,0,,S&D,0.675,0.674117195
129597,2024,374737,-27.552096,152.1098082,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.904639555,0.843943622,0.783247689,,,,0.904639555,0.843943622,0.783247689,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.843943622,,,0.843943622,0,,S&D,0.843943622,0.843943622
61395,2024,374750,-27.60014274,152.123559,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
61096,2024,374752,-27.5874451,152.1144296,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.99777642,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.346998168
61391,2024,374753,-27.57952897,152.1167671,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
106229,2024,374763,-27.57427506,152.1159599,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.963772815,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.301093301
106746,2024,374765,-27.57330972,152.1268551,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.995418248,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.343814635
55821,2024,374788,-27.58583341,152.1425261,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.738224033,0.702490428,0.666756823,,,,0.738224033,0.702490428,0.666756823,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.702490428,,,0.702490428,0,,S&D,0.702490428,0.702490428
207202,2024,374791,-27.58111245,152.1391685,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.999733138,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.349639736
75493,2024,374804,-27.57747306,152.1560666,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
75520,2024,374828,-27.5391246,152.142554,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
197315,2024,374844,-27.55255515,152.1443644,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.75,0.675,0.6,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.675,0,,S&D,0.675,0.675
143335,2024,374847,-27.563038,152.1601988,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.999900077,1.5,1.35,1.2,,,,0.15,0.135,0.12,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.135,0,,S&D,0.135,0.13498651
143337,2024,374847,-27.5622765,152.155909,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.999751883,1.5,1.35,1.2,,,,0.15,0.135,0.12,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.135,0,,S&D,0.135,0.134966504
189460,2024,374850,-27.54500816,152.1428733,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
106686,2024,374861,-27.54592301,152.157499,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.706551165,0.67556849,0.644585815,,,,0.706551165,0.67556849,0.644585815,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.67556849,,,0.67556849,0,,S&D,0.67556849,0.67556849
75935,2024,374862,-27.55018173,152.1574782,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
106087,2024,374864,-27.54799784,152.1433883,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
106085,2024,374866,-27.54565218,152.1370891,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.375,0.3375,0.3,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.3375,0,,S&D,0.3375,0.3375
197019,2024,374866,-27.54625918,152.1367301,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.375,0.3375,0.3,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.3375,0,,S&D,0.3375,0.3375
173514,2024,374869,-27.52692135,152.1261031,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,1.5,1.35,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,1.35,0,,S&D,1.35,1.35
75404,2024,374882,-27.5492247,152.1204144,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.997373427,0.652868277,0.629938036,0.607007794,,,,0.652868277,0.629938036,0.607007794,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.629938036,,,0.629938036,0,,S&D,0.629938036,0.628283458
75232,2024,374889,-27.54479599,152.117273,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.996123476,0.653985711,0.630887854,0.607789998,,,,0.326992855,0.315443927,0.303894999,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.630887854,,,0.315443927,0,,S&D,0.315443927,0.314221101
71302,2024,374904,-27.51652184,152.1046223,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,0.693487703,0.664464547,0.635441392,,,,0.693487703,0.664464547,0.635441392,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.664464547,,,0.664464547,0,,S&D,0.664464547,0.664464547
64126,2024,374908,-27.5396608,152.1220013,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.75,0.675,0.6,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.675,0,,S&D,0.675,0.675
106086,2024,374908,-27.53843745,152.1228305,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.75,0.675,0.6,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.675,0,,S&D,0.675,0.675
106882,2024,374909,-27.51014164,152.1118288,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.75,0.675,0.6,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.675,0,,S&D,0.675,0.675
106883,2024,374909,-27.51096441,152.1111303,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.99645131,1.5,1.35,1.2,,,,0.75,0.675,0.6,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.675,0,,S&D,0.675,0.672604634
106270,2024,374910,-27.53480093,152.0933801,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.5,1.35,1.2,,,,0.75,0.675,0.6,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.35,,,0.675,0,,S&D,0.675,0.675
