RN,YEAR,PROP_ID,GIS_LAT,GIS_LNG,IN_CMA,IN_AOI,BORE_TYPE,BORE_STATUS,OGIA_P3,FM_GROUP,MainAq,FORMATION,LAYER,REL_T,SD_Prop_Dry,SD_Prop_Av,SD_Prop_Wet,SI_Prop_Dry,SI_Prop_Av,SI_Prop_Wet,SD_Bore_Dry,SD_Bore_Av,SD_Bore_Wet,SI_Bore_Dry,SI_Bore_Av,SI_Bore_Wet,BoreYld,YldAuthPCT,SHARE_ENT_EVEN,SHARE_ENT_YLD,AUTH_REFS,NOM_ENT,NSD_Bore_Wet,NSD_Bore_Av,NSD_Bore_Dry,GMA,Limitation,WU_SOURCE,Metered_Bore,Metered_Prop,Metered_Source,ClimateZone,Climate,SD_Prop,SI_Prop,NSD_Bore,SD_Bore,SI_Bore,SI_TYPE,WU_CLASS,ML_Bore,ML_Aquifer
197148,2024,1056972,-27.42772655,152.1417575,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.997452248,1.665418206,1.515418206,1.365418206,,,,1.665418206,1.515418206,1.365418206,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.515418206,,,1.515418206,0,,S&D,1.515418206,1.511557296
52531,2024,1057021,-27.35839866,152.0930039,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.634127863,1.484127863,1.334127863,,,,0.817063932,0.742063932,0.667063932,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.484127863,,,0.742063932,0,,S&D,0.742063932,0.742063932
75563,2024,1057071,-27.21653709,152.0011209,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.830912229,1.680912229,1.530912229,,,,0.305152038,0.280152038,0.255152038,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.680912229,,,0.280152038,0,,S&D,0.280152038,0.280152038
75567,2024,1057071,-27.21603251,152.0035766,,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.830912229,1.680912229,1.530912229,,,,0.305152038,0.280152038,0.255152038,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.680912229,,,0.280152038,0,,S&D,0.280152038,0.280152038
143686,2024,1057071,-27.21977069,152.0078231,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.903051804,1.830912229,1.680912229,1.530912229,,,,0.305152038,0.280152038,0.255152038,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.680912229,,,0.280152038,0,,S&D,0.280152038,0.252991804
154617,2024,1057071,-27.2118176,152.0043172,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.830912229,1.680912229,1.530912229,,,,0.305152038,0.280152038,0.255152038,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.680912229,,,0.280152038,0,,S&D,0.280152038,0.280152038
189738,2024,1057071,-27.215,152.0069444,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.830912229,1.680912229,1.530912229,,,,0.305152038,0.280152038,0.255152038,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.680912229,,,0.280152038,0,,S&D,0.280152038,0.280152038
189924,2024,1057071,-27.21666667,152.0025,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.830912229,1.680912229,1.530912229,,,,0.305152038,0.280152038,0.255152038,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.680912229,,,0.280152038,0,,S&D,0.280152038,0.280152038
106824,2024,1057098,-27.23314963,151.9752871,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.745436696,1.595436696,1.445436696,,,,0.218179587,0.199429587,0.180679587,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.595436696,,,0.199429587,0,,S&D,0.199429587,0.199429587
143685,2024,1057098,-27.2298395,151.978207,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.745436696,1.595436696,1.445436696,,,,0.218179587,0.199429587,0.180679587,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.595436696,,,0.199429587,0,,S&D,0.199429587,0.199429587
143687,2024,1057100,-27.22609111,151.9857002,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.640428078,1.490428078,1.340428078,,,,0.546809359,0.496809359,0.446809359,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.490428078,,,0.496809359,0,,S&D,0.496809359,0.496809359
172531,2024,1057129,-27.27793206,151.949798,Y,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.666433932,1.516433932,1.366433932,,,,0.833216966,0.758216966,0.683216966,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.516433932,,,0.758216966,0,,S&D,0.758216966,0.758216966
172564,2024,1057354,-27.24542421,151.94976,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.516195213,1.366195213,1.216195213,,,,1.516195213,1.366195213,1.216195213,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.366195213,,,1.366195213,0,,S&D,1.366195213,1.366195213
107775,2024,1062107,-27.41012,151.15814,Y,Y,WS,EX,Stock_Intensive,Surat_Basin,1,Precipice Sandstone,24,0.99613649,4.404111694,3.912451495,1.2,,,,0.629158813,0.558921642,0.171428571,0,0,0,334.1910973,100,1050,1050,176450,1050,840,945,1050,,,Entitlement,,,,Zone5,Wet,3.912451495,,840,0.558921642,0,,Ent,840.5589216,837.3114135
107570,2024,1065966,-27.74333333,151.5716667,Y,,WS,EX,Town Water Supply,Surat_Basin,1,Precipice Sandstone,24,0.464288346,1.516476519,1.366476519,1.216476519,,,,0,0,0,0,0,0,334.1910973,100,480,480,406581,480,288,336,480,,,Entitlement,,,,Zone5,Wet,1.366476519,,288,0,0,,Ent,288,133.7150437
197156,2024,1069068,-27.05194859,151.763407,,,WS,EX,Stock_Domestic,Surat_Basin,0,Precipice Sandstone,24,0.319750986,1.596465436,1.446465436,1.296465436,,,,1.596465436,1.446465436,1.296465436,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.446465436,,,1.446465436,0,,S&D,1.446465436,0.462508749
75088,2024,1069274,-27.02364764,151.8966735,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.895879473,1.745879473,1.595879473,,,,1.895879473,1.745879473,1.595879473,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.745879473,,,1.745879473,0,,S&D,1.745879473,1.745879473
143420,2024,1069277,-27.0107868,151.8818097,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.835845514,1.685845514,1.535845514,,,,1.835845514,1.685845514,1.535845514,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.685845514,,,1.685845514,0,,S&D,1.685845514,1.685845514
119277,2024,1069623,-27.25838761,151.9271185,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.665095834,1.515095834,1.365095834,,,,1.665095834,1.515095834,1.365095834,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.515095834,,,1.515095834,0,,S&D,1.515095834,1.515095834
147834,2024,1069645,-27.27444444,151.9127778,Y,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.529093632,1.379093632,1.229093632,,,,1.529093632,1.379093632,1.229093632,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.379093632,,,1.379093632,0,,S&D,1.379093632,1.379093632
52874,2024,1071037,-27.03992947,151.6387414,Y,,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.841206739,1.691206739,1.541206739,,,,0.92060337,0.84560337,0.77060337,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.691206739,,,0.84560337,0,,S&D,0.84560337,0.84560337
23516,2024,3005871,-28.11808542,149.240694,Y,,WS,EX,Stock_Domestic,Surat_Basin,0,Precipice Sandstone,24,0.00616445,22.29294152,13.84480558,9.810571734,,,,22.29294152,13.84480558,9.810571734,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,13.84480558,,,13.84480558,0,,S&D,13.84480558,0.085345605
387,2024,3007403,-26.49011207,147.9653066,,,WS,EX,Stock_Domestic,Surat_Basin,0,Precipice Sandstone,24,0.195011604,0.520238424,0.517202661,0.514166897,,,,0.520238424,0.517202661,0.514166897,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,0.520238424,,,0.520238424,0,,S&D,0.520238424,0.101452529
17897,2024,3008348,-25.02398871,147.9636247,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.996571831,11.07643497,10.92643497,10.77643497,,,,5.538217487,5.463217487,5.388217487,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,10.92643497,,,5.463217487,0,,S&D,5.463217487,5.444488657
50142,2024,3008349,-25.21120944,148.1250127,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,27.35314815,26.56363406,24.23928614,,,,4.558858026,4.427272343,4.039881023,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,26.56363406,,,4.427272343,0,,S&D,4.427272343,4.427272343
18051,2024,3008351,-25.24509776,148.2052895,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.803467266,8.727762121,6.278019628,1.2,,,,2.90925404,2.092673209,0.4,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,6.278019628,,,2.092673209,0,,S&D,2.092673209,1.681394423
58126,2024,3008351,-25.28454247,148.1983454,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.991584453,8.727762121,6.278019628,1.2,,,,2.90925404,2.092673209,0.4,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,6.278019628,,,2.092673209,0,,S&D,2.092673209,2.075062219
8477,2024,3008383,-25.62697836,147.6019565,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,10.80823892,10.65823892,10.50823892,,,,5.404119461,5.329119461,5.254119461,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,10.80823892,,,5.404119461,0,,S&D,5.404119461,5.404119461
58776,2024,3008383,-25.58336886,147.576332,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,10.80823892,10.65823892,10.50823892,,,,5.404119461,5.329119461,5.254119461,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,10.80823892,,,5.404119461,0,,S&D,5.404119461,5.404119461
14254,2024,3008384,-25.45174442,147.6018213,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.896435842,189.5981475,179.2618392,171.4732925,,,,15.79984563,14.9384866,14.28944104,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,189.5981475,,,15.79984563,0,,S&D,15.79984563,14.16354792
32157,2024,3008384,-25.44077003,147.7314042,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,189.5981475,179.2618392,171.4732925,,,,15.79984563,14.9384866,14.28944104,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,189.5981475,,,15.79984563,0,,S&D,15.79984563,15.79984563
37206,2024,3008384,-25.51362561,147.5745273,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,189.5981475,179.2618392,171.4732925,,,,15.79984563,14.9384866,14.28944104,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,189.5981475,,,15.79984563,0,,S&D,15.79984563,15.79984563
50379,2024,3008384,-25.36498671,147.5581154,,,WS,AU,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.998688174,189.5981475,179.2618392,171.4732925,,,,15.79984563,14.9384866,14.28944104,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,189.5981475,,,15.79984563,0,,S&D,15.79984563,15.77911898
50143,2024,3008397,-25.28176408,148.2572334,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.996753186,8.169538037,8.019538037,7.869538037,,,,8.169538037,8.019538037,7.869538037,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,8.019538037,,,8.019538037,0,,S&D,8.019538037,7.993500089
58118,2024,3008398,-25.31291,148.25299,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.999478413,39.16574524,20.18287262,1.2,,,,3.263812103,1.681906051,0.1,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,20.18287262,,,1.681906051,0,,S&D,1.681906051,1.681028792
50158,2024,3008562,-25.30954638,147.7766855,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,74.37337102,67.58146622,60.0023727,,,,12.39556184,11.2635777,10.00039545,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,74.37337102,,,12.39556184,0,,S&D,12.39556184,12.39556184
50159,2024,3008562,-25.32121334,147.728353,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,74.37337102,67.58146622,60.0023727,,,,12.39556184,11.2635777,10.00039545,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,74.37337102,,,12.39556184,0,,S&D,12.39556184,12.39556184
50160,2024,3008562,-25.2817685,147.7844629,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,74.37337102,67.58146622,60.0023727,,,,12.39556184,11.2635777,10.00039545,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,74.37337102,,,12.39556184,0,,S&D,12.39556184,12.39556184
50161,2024,3008562,-25.32926802,147.8616844,Y,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,74.37337102,67.58146622,60.0023727,,,,12.39556184,11.2635777,10.00039545,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,74.37337102,,,12.39556184,0,,S&D,12.39556184,12.39556184
123521,2024,3008562,-25.31343179,147.687277,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,74.37337102,67.58146622,60.0023727,,,,12.39556184,11.2635777,10.00039545,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,74.37337102,,,12.39556184,0,,S&D,12.39556184,12.39556184
12311,2024,3009160,-25.83921194,148.5663473,Y,Y,WS,AU,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.998451378,0.510043413,0.508536901,0.507030389,,,,0.510043413,0.508536901,0.507030389,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,0.508536901,,,0.508536901,0,,S&D,0.508536901,0.50774937
58441,2024,3010179,-25.84148486,148.8233418,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,4.953730726,4.803730726,4.653730726,,,,2.476865363,2.401865363,2.326865363,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,4.803730726,,,2.401865363,0,,S&D,2.401865363,2.401865363
207260,2024,3010211,-26.12898796,149.1173297,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.996631668,21.82927701,12.40532779,1.2,,,,1.679175154,0.954255984,0.092307692,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,12.40532779,,,0.954255984,0,,S&D,0.954255984,0.951041732
1200001262,2024,3010211,-26.128806,149.117522,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.995647429,21.82927701,12.40532779,1.2,,,,1.679175154,0.954255984,0.092307692,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,12.40532779,,,0.954255984,0,,S&D,0.954255984,0.950102516
123031,2024,3010215,-26.22492979,149.1596214,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,10.05656086,4.471227277,1.2,,,,2.011312172,0.894245455,0.24,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,4.471227277,,,0.894245455,0,,S&D,0.894245455,0.894245455
58062,2024,3010226,-25.71392,148.66037,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.986690506,6.6697675,6.5197675,6.3697675,,,,1.111627917,1.086627917,1.061627917,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,6.5197675,,,1.086627917,0,,S&D,1.086627917,1.072165449
15679,2024,3010228,-25.54648606,148.6891743,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.985844491,47.22520724,46.13764391,43.17495391,,,,7.870867873,7.689607318,7.195825651,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,46.13764391,,,7.689607318,0,,S&D,7.689607318,7.580757015
58877,2024,3010228,-25.51815132,148.5433426,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.997728043,47.22520724,46.13764391,43.17495391,,,,7.870867873,7.689607318,7.195825651,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,46.13764391,,,7.689607318,0,,S&D,7.689607318,7.672136862
4911,2024,3010231,-25.3331504,148.5441736,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.98843643,62.06292752,59.9438094,42.07174637,,,,15.51573188,14.98595235,10.51793659,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,59.9438094,,,14.98595235,0,,S&D,14.98595235,14.81266124
38626,2024,3010231,-25.41787146,148.6233405,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.997522683,62.06292752,59.9438094,42.07174637,,,,15.51573188,14.98595235,10.51793659,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,59.9438094,,,14.98595235,0,,S&D,14.98595235,14.9488274
15956,2024,3010234,-25.68829,148.75284,Y,Y,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.996134038,13.54540354,9.228636839,8.557791001,,,,1.693175443,1.153579605,1.069723875,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,9.228636839,,,1.153579605,0,,S&D,1.153579605,1.14911991
58750,2024,3010234,-25.6820704,148.7177598,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,13.54540354,9.228636839,8.557791001,,,,1.693175443,1.153579605,1.069723875,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,9.228636839,,,1.153579605,0,,S&D,1.153579605,1.153579605
123631,2024,3010234,-25.67166667,148.7261111,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,13.54540354,9.228636839,8.557791001,,,,1.693175443,1.153579605,1.069723875,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,9.228636839,,,1.153579605,0,,S&D,1.153579605,1.153579605
168068,2024,3010234,-25.68833333,148.7527778,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,13.54540354,9.228636839,8.557791001,,,,1.693175443,1.153579605,1.069723875,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,9.228636839,,,1.153579605,0,,S&D,1.153579605,1.153579605
16157,2024,3010275,-25.39065195,148.4308425,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.976827748,61.56862262,34.71538947,1.2,,,,8.795517516,4.959341353,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,34.71538947,,,4.959341353,0,,S&D,4.959341353,4.844422244
16158,2024,3010275,-25.43704043,148.5122304,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.999982101,61.56862262,34.71538947,1.2,,,,8.795517516,4.959341353,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,34.71538947,,,4.959341353,0,,S&D,4.959341353,4.959252583
16373,2024,3010275,-25.32398489,148.4233421,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.999588638,61.56862262,34.71538947,1.2,,,,8.795517516,4.959341353,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,34.71538947,,,4.959341353,0,,S&D,4.959341353,4.95730127
23211,2024,3010275,-25.442875,148.40945,Y,Y,WS,AU,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,61.56862262,34.71538947,1.2,,,,8.795517516,4.959341353,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,34.71538947,,,4.959341353,0,,S&D,4.959341353,4.959341353
58071,2024,3010275,-25.41759627,148.4658421,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.991241332,61.56862262,34.71538947,1.2,,,,8.795517516,4.959341353,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,34.71538947,,,4.959341353,0,,S&D,4.959341353,4.91590413
123606,2024,3010275,-25.37713817,148.3948992,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,61.56862262,34.71538947,1.2,,,,8.795517516,4.959341353,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,34.71538947,,,4.959341353,0,,S&D,4.959341353,4.959341353
123607,2024,3010275,-25.41068969,148.4156708,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.99893903,61.56862262,34.71538947,1.2,,,,8.795517516,4.959341353,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,34.71538947,,,4.959341353,0,,S&D,4.959341353,4.954079639
44202,2024,3010320,-25.65398502,148.6955639,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.998470959,8.707259846,8.135366783,5.594639424,,,,4.353629923,4.067683391,2.797319712,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,8.135366783,,,4.067683391,0,,S&D,4.067683391,4.061463737
58835,2024,3010320,-25.6500352,148.733421,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,8.707259846,8.135366783,5.594639424,,,,4.353629923,4.067683391,2.797319712,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,8.135366783,,,4.067683391,0,,S&D,4.067683391,4.067683391
168371,2024,3010322,-25.6014,148.79953,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.648203169,1.498203169,1.348203169,,,,1.648203169,1.498203169,1.348203169,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,1.498203169,,,1.498203169,0,,S&D,1.498203169,1.498203169
123453,2024,3010323,-25.55972819,148.8191605,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,9.814407229,4.223089609,1.2,,,,9.814407229,4.223089609,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,4.223089609,,,4.223089609,0,,S&D,4.223089609,4.223089609
50204,2024,3012925,-24.84538055,147.6139064,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.500040078,1.350021413,1.2,,,,0.500013359,0.450007138,0.4,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,1.500040078,,,0.500013359,0,,S&D,0.500013359,0.500013359
50621,2024,3012925,-24.85815882,147.5477964,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,1,1.500040078,1.350021413,1.2,,,,0.500013359,0.450007138,0.4,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,1.500040078,,,0.500013359,0,,S&D,0.500013359,0.500013359
50651,2024,3012936,-25.13732528,147.5864093,,,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.959938144,1.507463502,1.351930495,1.2,,,,0.502487834,0.450643498,0.4,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,1.507463502,,,0.502487834,0,,S&D,0.502487834,0.482357239
116291,2024,3012936,-25.16166667,147.5711111,,,WS,AD,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.894954472,1.507463502,1.351930495,1.2,,,,0.502487834,0.450643498,0.4,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone4,Dry,1.507463502,,,0.502487834,0,,S&D,0.502487834,0.449703734
22171,2024,3015858,-27.32564943,149.3516795,Y,Y,PWS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.464994592,24.61818732,8.311114968,1.2,21.3311475,5.434862735,0,12.30909366,4.155557484,0.6,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,8.311114968,5.434862735,,4.155557484,0,Cattle,S&D,4.155557484,1.932311756
100010,2024,3015860,-27.3803717,149.3364025,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,0,Precipice Sandstone,24,0.197729895,14.65488842,5.108539548,1.2,,,,14.65488842,5.108539548,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,5.108539548,,,5.108539548,0,,S&D,5.108539548,1.010110987
22959,2024,3015878,-27.39592793,149.1983492,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,0,Precipice Sandstone,24,0.16710803,14.35829762,4.483534714,1.2,,,,7.179148809,2.241767357,0.6,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,4.483534714,,,2.241767357,0,,S&D,2.241767357,0.374617326
23365,2024,3015926,-27.00287264,149.2036232,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,1,Precipice Sandstone,24,0.455486386,8.927385547,6.153354729,1.2,,,,8.927385547,6.153354729,1.2,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,6.153354729,,,6.153354729,0,,S&D,6.153354729,2.802769307
22963,2024,3015968,-27.19565242,148.8939073,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,0,Precipice Sandstone,24,0.222983385,11.89333069,7.262148253,1.2,,,,1.699047241,1.03744975,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,7.262148253,,,1.03744975,0,,S&D,1.03744975,0.231334058
22967,2024,3015968,-27.17370792,148.8802963,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,0,Precipice Sandstone,24,0.141839277,11.89333069,7.262148253,1.2,,,,1.699047241,1.03744975,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,7.262148253,,,1.03744975,0,,S&D,1.03744975,0.147151123
22971,2024,3015968,-27.17926345,148.8936293,Y,Y,PWS,EX,Stock_Domestic,Surat_Basin,0,Precipice Sandstone,24,0.204371961,11.89333069,7.262148253,1.2,,,,1.699047241,1.03744975,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,7.262148253,,,1.03744975,0,,S&D,1.03744975,0.21202564
22978,2024,3015968,-27.18981905,148.8961294,Y,Y,WS,EX,Stock_Domestic,Surat_Basin,0,Precipice Sandstone,24,0.290204367,11.89333069,7.262148253,1.2,,,,1.699047241,1.03744975,0.171428571,0,0,0,,,,,,,,,,,,S&D demand,,,,Zone5,Wet,7.262148253,,,1.03744975,0,,S&D,1.03744975,0.301072449
