INODE,X,Y,ILAY,head_predev_m
1030925,580250,7231250,24,605.1052
1030926,581750,7231250,24,605.0896
1030927,583250,7231250,24,604.9078
1030928,584750,7231250,24,604.7906
1030929,586250,7231250,24,604.7699
1030930,587750,7231250,24,604.7011
1030931,589250,7231250,24,604.6154
1030932,590750,7231250,24,604.4306
1030933,592250,7231250,24,604.2069
1030934,593750,7231250,24,603.9923
1030935,595250,7231250,24,603.8278
1030936,596750,7231250,24,603.7388
1030937,598250,7231250,24,603.6919
1030938,599750,7231250,24,603.6981
1030939,601250,7231250,24,603.7069
1030940,602750,7231250,24,603.7017
1030941,604250,7231250,24,603.7748
1030942,605750,7231250,24,603.9086
1030943,607250,7231250,24,603.8996
1030944,608750,7231250,24,603.5475
1030945,610250,7231250,24,602.7897
1030946,611750,7231250,24,601.5777
1030947,613250,7231250,24,599.799
1030948,614750,7231250,24,597.0364
1030949,616250,7231250,24,592.566
1030950,619250,7231250,24,588.4062
1030951,620750,7231250,24,585.1668
1030952,622250,7231250,24,579.7726
1030953,623750,7231250,24,578.9864
