INODE,X,Y,RCH_SS_m_per_day
783065,584750,7177250,7.4182326e-06
783066,586250,7177250,7.4257764e-06
783067,589250,7177250,6.9939351e-06
783068,590750,7177250,7.0302322e-06
783069,592250,7177250,7.0282995e-06
783070,593750,7177250,6.9614894e-06
783071,596750,7177250,6.9152775e-06
783072,598250,7177250,6.9423422e-06
783073,599750,7177250,6.9438365e-06
783074,601250,7177250,6.8952395e-06
783075,602750,7177250,6.9828207e-06
783076,604250,7177250,7.1388931e-06
783077,605750,7177250,7.0792171e-06
783078,607250,7177250,7.039062e-06
783079,608750,7177250,7.0406354e-06
783080,610250,7177250,7.044508e-06
783081,611750,7177250,7.0498963e-06
783082,613250,7177250,7.3509841e-06
783083,614750,7177250,7.5380726e-06
783084,616250,7177250,7.4295126e-06
783085,617750,7177250,7.3793635e-06
783086,619250,7177250,7.3649221e-06
783087,620750,7177250,7.379148e-06
783088,622250,7177250,7.4687405e-06
783089,623750,7177250,7.7579234e-06
783090,625250,7177250,6.7217011e-06
783091,626750,7177250,4.7720723e-06
783092,628250,7177250,4.3025475e-06
783093,629750,7177250,4.5238135e-06
783094,631250,7177250,6.4305573e-06
783095,632750,7177250,7.3703109e-06
783096,634250,7177250,7.5737803e-06
783097,635750,7177250,7.9039155e-06
783098,637250,7177250,8.1598328e-06
783099,638750,7177250,8.1756389e-06
783100,640250,7177250,6.6262892e-06
783101,643250,7177250,5.7792895e-06
783102,649250,7177250,7.6903871e-06
783103,650750,7177250,7.6610741e-06
783104,652250,7177250,7.6298211e-06
783105,653750,7177250,7.4149275e-06
783106,655250,7177250,7.3195151e-06
783107,656750,7177250,7.3482538e-06
783108,658250,7177250,7.2521948e-06
783109,659750,7177250,7.1386412e-06
783110,661250,7177250,7.085087e-06
783111,662750,7177250,6.9624089e-06
783112,664250,7177250,6.7609512e-06
783113,665750,7177250,6.751568e-06
783114,667250,7177250,6.7697524e-06
783115,730250,7177250,6.148337e-06
783116,731750,7177250,8.7792941e-06
783117,733250,7177250,9.8750988e-06
783118,734750,7177250,9.7238617e-06
783119,736250,7177250,9.635346e-06
783120,737750,7177250,9.5619189e-06
783121,739250,7177250,9.4988382e-06
783122,740750,7177250,8.8463994e-06
783123,742250,7177250,7.6014412e-06
783124,743750,7177250,5.7953976e-06
783125,745250,7177250,4.2365059e-06
783150,782750,7177250,7.6338438e-06
783151,784250,7177250,8.1120552e-06
783152,785750,7177250,8.4426929e-06
783153,787250,7177250,8.4745925e-06
783154,788750,7177250,8.3685472e-06
783155,790250,7177250,8.1887874e-06
783156,791750,7177250,8.1754233e-06
783157,793250,7177250,8.1143544e-06
783158,794750,7177250,7.9366773e-06
783159,796250,7177250,6.4142628e-06
783162,554750,7175750,6.2089466e-06
783163,559250,7175750,7.0319493e-06
783164,571250,7175750,6.1710043e-06
783165,580250,7175750,7.3183655e-06
783166,583250,7175750,7.3596057e-06
783167,586250,7175750,7.3301485e-06
783168,587750,7175750,7.2224507e-06
783169,589250,7175750,7.0840019e-06
783170,592250,7175750,7.0684905e-06
783171,593750,7175750,6.988324e-06
783172,595250,7175750,6.9574444e-06
783173,599750,7175750,6.8658255e-06
783174,601250,7175750,6.8534969e-06
783175,602750,7175750,6.8521244e-06
783176,604250,7175750,6.857822e-06
783177,605750,7175750,6.8240538e-06
783178,607250,7175750,6.8405138e-06
783179,608750,7175750,6.9582129e-06
783180,610250,7175750,7.0224869e-06
783181,611750,7175750,7.0589276e-06
783182,613250,7175750,7.2037706e-06
783183,614750,7175750,7.2913513e-06
783184,616250,7175750,7.2384005e-06
783185,617750,7175750,7.2224507e-06
783186,619250,7175750,7.2281982e-06
783187,620750,7175750,7.2754015e-06
783188,622250,7175750,7.3624078e-06
783189,623750,7175750,7.548706e-06
783190,625250,7175750,7.1638383e-06
783191,626750,7175750,6.3894827e-06
783192,628250,7175750,5.0199933e-06
783193,629750,7175750,4.1564549e-06
783194,631250,7175750,4.8501406e-06
783195,632750,7175750,5.2157898e-06
783196,634250,7175750,5.3345593e-06
783197,635750,7175750,6.7382116e-06
783198,637250,7175750,7.8795592e-06
783199,638750,7175750,7.7778968e-06
783200,640250,7175750,7.1368813e-06
783201,641750,7175750,6.0350994e-06
783202,646250,7175750,7.7503792e-06
783203,647750,7175750,7.6155234e-06
783204,649250,7175750,7.3608271e-06
783205,650750,7175750,7.3264123e-06
783206,652250,7175750,7.3046431e-06
783207,653750,7175750,7.1713821e-06
783208,655250,7175750,7.1076829e-06
783209,656750,7175750,7.1137824e-06
783210,658250,7175750,7.0113292e-06
783211,659750,7175750,6.9052408e-06
783212,661250,7175750,6.8993995e-06
783213,662750,7175750,6.8310014e-06
783214,664250,7175750,6.6946222e-06
783215,665750,7175750,6.7090205e-06
783216,668750,7175750,6.6066032e-06
783217,727250,7175750,8.9615687e-06
783218,728750,7175750,6.7048677e-06
783219,731750,7175750,8.5354468e-06
783220,733250,7175750,9.9026156e-06
783221,734750,7175750,9.9150448e-06
783222,736250,7175750,9.3555036e-06
783223,737750,7175750,8.9745736e-06
783224,739250,7175750,9.3339504e-06
783225,740750,7175750,9.2126729e-06
783226,742250,7175750,8.740928e-06
783227,743750,7175750,6.4230207e-06
783254,784250,7175750,8.1173721e-06
783255,785750,7175750,8.3882333e-06
783256,787250,7175750,8.4124458e-06
783257,788750,7175750,8.33169e-06
783258,790250,7175750,8.199564e-06
783259,791750,7175750,8.1964026e-06
783260,793250,7175750,8.13325e-06
783261,794750,7175750,7.9460897e-06
783262,796250,7175750,6.4067331e-06
783264,551750,7174250,8.0550808e-06
783265,554750,7174250,6.816927e-06
783266,556250,7174250,5.0365106e-06
783267,574250,7174250,7.2020462e-06
783268,575750,7174250,4.296699e-06
783269,580250,7174250,7.2637622e-06
783270,583250,7174250,7.2860348e-06
783271,584750,7174250,7.2734615e-06
783272,586250,7174250,7.2682169e-06
783273,589250,7174250,7.1115264e-06
783274,590750,7174250,7.1062027e-06
783275,592250,7174250,7.0625201e-06
783276,593750,7174250,6.9579255e-06
783277,595250,7174250,6.9137113e-06
783278,596750,7174250,6.8931272e-06
783279,598250,7174250,6.8460604e-06
783280,599750,7174250,6.8194918e-06
783281,601250,7174250,6.8297873e-06
783282,602750,7174250,6.8043032e-06
783283,604250,7174250,6.7622586e-06
783284,605750,7174250,6.7184969e-06
783285,607250,7174250,6.7454612e-06
783286,608750,7174250,6.9099465e-06
783287,610250,7174250,7.0057899e-06
783288,611750,7174250,7.0665651e-06
783289,613250,7174250,7.1215059e-06
783290,614750,7174250,7.1568616e-06
783291,616250,7174250,7.1482832e-06
783292,617750,7174250,7.1661657e-06
783293,619250,7174250,7.1986692e-06
783294,620750,7174250,7.2291323e-06
783295,622250,7174250,7.2942971e-06
783296,623750,7174250,7.4415825e-06
783297,625250,7174250,7.4286504e-06
783298,626750,7174250,7.3154201e-06
783300,629750,7174250,3.9188294e-06
783301,631250,7174250,3.9049914e-06
783302,632750,7174250,3.9307415e-06
783304,635750,7174250,6.0618909e-06
783305,637250,7174250,7.7276036e-06
783306,638750,7174250,7.5236312e-06
783307,640250,7174250,7.4776494e-06
783308,641750,7174250,7.5507892e-06
783309,643250,7174250,7.5583334e-06
783310,644750,7174250,7.5563216e-06
783311,647750,7174250,7.3949541e-06
783312,649250,7174250,7.1237978e-06
783313,650750,7174250,7.0869551e-06
783314,652250,7174250,7.0719893e-06
783315,653750,7174250,6.9984399e-06
783316,655250,7174250,6.9519697e-06
783317,656750,7174250,6.9314719e-06
783318,658250,7174250,6.8250383e-06
783319,659750,7174250,6.7282108e-06
783320,661250,7174250,6.7617343e-06
783321,662750,7174250,6.7339797e-06
783322,664250,7174250,6.6438915e-06
783323,665750,7174250,6.6700582e-06
843434,667250,7174250,6.7010956e-06
783324,668750,7174250,6.5991167e-06
783325,674750,7174250,6.6654384e-06
783326,676250,7174250,6.6915327e-06
783327,722750,7174250,1.0043076e-05
783328,724250,7174250,9.763593e-06
783329,730250,7174250,8.4528237e-06
783330,731750,7174250,9.441289e-06
783331,733250,7174250,9.9771205e-06
783332,734750,7174250,1.014323e-05
783333,736250,7174250,8.1396438e-06
783334,737750,7174250,6.8586842e-06
783336,740750,7174250,8.3741515e-06
783337,742250,7174250,6.5441682e-06
783365,784250,7174250,6.5815284e-06
783367,787250,7174250,6.8724426e-06
783368,788750,7174250,7.3984029e-06
783369,790250,7174250,8.0619775e-06
783370,791750,7174250,8.140506e-06
783371,793250,7174250,8.1142107e-06
783372,794750,7174250,7.9001074e-06
783375,551750,7172750,8.0762038e-06
783376,553250,7172750,7.8562807e-06
783377,568250,7172750,6.9455755e-06
783378,569750,7172750,5.8657783e-06
783379,572750,7172750,5.0669091e-06
783380,575750,7172750,4.2848014e-06
783381,581750,7172750,7.2437169e-06
783382,583250,7172750,7.2269049e-06
783383,584750,7172750,7.2187863e-06
783384,586250,7172750,7.2229536e-06
783385,587750,7172750,7.1724667e-06
783386,589250,7172750,7.106411e-06
783387,590750,7172750,7.0925735e-06
783388,592250,7172750,7.0306487e-06
783389,593750,7172750,6.8945283e-06
783390,595250,7172750,6.8279119e-06
783391,596750,7172750,6.7902647e-06
783392,598250,7172750,6.7869164e-06
783393,599750,7172750,6.7935621e-06
783394,601250,7172750,6.8180188e-06
783395,602750,7172750,6.8150298e-06
783396,604250,7172750,6.7984479e-06
783397,605750,7172750,6.7222186e-06
783398,607250,7172750,6.7278802e-06
783399,608750,7172750,6.8873437e-06
783400,610250,7172750,6.9933462e-06
783401,611750,7172750,7.0729593e-06
783402,613250,7172750,7.0969559e-06
783403,614750,7172750,7.1229001e-06
783404,616250,7172750,7.1518971e-06
783405,617750,7172750,7.2070752e-06
783406,619250,7172750,7.2762637e-06
783407,620750,7172750,7.2408434e-06
783408,622250,7172750,7.2692228e-06
783409,623750,7172750,7.4503478e-06
783410,625250,7172750,7.4696745e-06
783411,626750,7172750,7.3915053e-06
783417,635750,7172750,6.1046467e-06
783418,637250,7172750,7.7823506e-06
783419,638750,7172750,7.5106273e-06
783420,640250,7172750,7.4699619e-06
783421,641750,7172750,7.5967714e-06
783422,643250,7172750,7.5778757e-06
783423,644750,7172750,7.5413059e-06
783424,646250,7172750,7.4962577e-06
783425,647750,7172750,7.3443025e-06
783426,649250,7172750,7.1050817e-06
783427,650750,7172750,7.0828887e-06
783428,652250,7172750,7.0768247e-06
783429,653750,7172750,7.0165524e-06
783430,655250,7172750,6.962021e-06
783431,656750,7172750,6.9133162e-06
783432,658250,7172750,6.8213958e-06
783433,659750,7172750,6.7494557e-06
783434,661250,7172750,6.8049858e-06
783435,662750,7172750,6.7731507e-06
783436,664250,7172750,6.6563207e-06
783437,665750,7172750,6.6469593e-06
843549,667250,7172750,6.6503071e-06
783438,668750,7172750,6.5974714e-06
783439,670250,7172750,6.0947823e-06
783440,721250,7172750,8.1882126e-06
783441,722750,7172750,9.8513892e-06
783442,724250,7172750,9.6183185e-06
783443,728750,7172750,7.8058447e-06
783444,730250,7172750,9.8021746e-06
783445,731750,7172750,9.8626688e-06
783446,733250,7172750,1.0021091e-05
783447,734750,7172750,1.0247551e-05
783448,736250,7172750,7.4216809e-06
783450,739250,7172750,7.4820323e-06
783454,745250,7172750,4.3795312e-06
783484,790250,7172750,7.827327e-06
783485,791750,7172750,8.0327363e-06
783486,793250,7172750,8.06363e-06
783491,551750,7171250,7.9077954e-06
783492,553250,7171250,7.7068398e-06
783493,554750,7171250,7.5787375e-06
783494,559250,7171250,4.8929469e-06
783495,568250,7171250,7.07357e-06
783496,569750,7171250,5.8922251e-06
783497,571250,7171250,3.13226e-06
783498,575750,7171250,5.5177179e-06
783499,581750,7171250,7.2305693e-06
783500,583250,7171250,7.1700529e-06
783501,584750,7171250,7.127182e-06
783502,586250,7171250,7.1081354e-06
783503,587750,7171250,7.0948222e-06
783504,589250,7171250,7.0821484e-06
783505,590750,7171250,7.0631736e-06
783506,592250,7171250,7.0088936e-06
783507,593750,7171250,6.9010448e-06
783508,595250,7171250,6.827438e-06
783509,596750,7171250,6.7693645e-06
783510,598250,7171250,6.7520132e-06
783511,599750,7171250,6.7491897e-06
783512,601250,7171250,6.7698675e-06
783513,602750,7171250,6.754341e-06
783514,604250,7171250,6.7233823e-06
783515,605750,7171250,6.6752668e-06
783516,607250,7171250,6.7137194e-06
783517,608750,7171250,6.9104567e-06
783518,610250,7171250,7.0027004e-06
783519,611750,7171250,7.0463543e-06
783520,613250,7171250,7.0009546e-06
783521,614750,7171250,6.9822604e-06
783522,616250,7171250,7.0150654e-06
783523,617750,7171250,7.0990609e-06
783524,619250,7171250,7.209087e-06
783525,620750,7171250,7.1821232e-06
783526,622250,7171250,7.2383286e-06
783527,623750,7171250,7.4867739e-06
783528,625250,7171250,7.0588917e-06
783534,634250,7171250,3.8560352e-06
783535,635750,7171250,5.4365023e-06
783536,637250,7171250,6.8171639e-06
783537,638750,7171250,7.2635466e-06
783538,640250,7171250,7.5024368e-06
783539,641750,7171250,7.6112842e-06
783540,644750,7171250,7.5047355e-06
783541,646250,7171250,7.4193104e-06
783542,647750,7171250,7.2833764e-06
783543,649250,7171250,7.1062386e-06
783544,650750,7171250,7.0837077e-06
783545,652250,7171250,7.0686342e-06
783546,653750,7171250,7.00801e-06
783547,655250,7171250,6.9457619e-06
783548,656750,7171250,6.881804e-06
783549,658250,7171250,6.8167183e-06
783550,659750,7171250,6.7744222e-06
783551,661250,7171250,6.8339546e-06
783552,662750,7171250,6.7883175e-06
783553,664250,7171250,6.6443154e-06
783554,665750,7171250,6.6058055e-06
783555,667250,7171250,6.5884328e-06
783556,668750,7171250,6.5759032e-06
783557,670250,7171250,6.5649897e-06
783558,722750,7171250,9.8662613e-06
783559,725750,7171250,9.2896926e-06
783560,727250,7171250,8.7626977e-06
783561,728750,7171250,9.296662e-06
783562,730250,7171250,9.7764532e-06
783563,731750,7171250,9.8784039e-06
783564,733250,7171250,1.0028922e-05
783565,734750,7171250,1.0211844e-05
783566,736250,7171250,7.3343876e-06
783569,740750,7171250,5.5336245e-06
783603,791750,7171250,7.4418699e-06
783604,793250,7171250,8.0128348e-06
783608,551750,7169750,7.7454933e-06
783609,553250,7169750,7.5539506e-06
783610,554750,7169750,7.4629211e-06
783611,556250,7169750,7.4661539e-06
783612,559250,7169750,6.8584327e-06
783613,566750,7169750,6.9211042e-06
783614,568250,7169750,7.0180181e-06
783615,569750,7169750,5.8192722e-06
783616,571250,7169750,3.1581176e-06
783617,578750,7169750,7.0547967e-06
783618,580250,7169750,7.1485133e-06
783619,581750,7169750,7.2256835e-06
783620,583250,7169750,7.1130785e-06
783621,584750,7169750,7.0276315e-06
783622,586250,7169750,6.9780572e-06
783623,587750,7169750,7.0064939e-06
783624,589250,7169750,7.0533883e-06
783625,590750,7169750,7.0299016e-06
783626,592250,7169750,6.9903213e-06
783627,593750,7169750,6.9267298e-06
783628,595250,7169750,6.8503568e-06
783629,596750,7169750,6.771606e-06
783630,598250,7169750,6.7238925e-06
783631,599750,7169750,6.6988541e-06
783632,601250,7169750,6.7096671e-06
783633,602750,7169750,6.6688581e-06
783634,604250,7169750,6.6096709e-06
783635,605750,7169750,6.6104108e-06
783636,607250,7169750,6.7016417e-06
783637,608750,7169750,6.9526236e-06
783638,610250,7169750,7.0202095e-06
783639,611750,7169750,7.0041374e-06
783640,613250,7169750,6.8716881e-06
783641,614750,7169750,6.7912129e-06
783642,616250,7169750,6.8093541e-06
783643,617750,7169750,6.9158309e-06
783644,619250,7169750,7.0659185e-06
783645,620750,7169750,7.0859346e-06
783646,622250,7169750,7.2052794e-06
783647,623750,7169750,7.5407311e-06
783655,635750,7169750,4.1649037e-06
783657,638750,7169750,6.830714e-06
783658,640250,7169750,7.5699727e-06
783659,641750,7169750,7.5930352e-06
783660,643250,7169750,7.5306007e-06
783661,644750,7169750,7.445175e-06
783662,646250,7169750,7.3122587e-06
783663,647750,7169750,7.2115299e-06
783664,649250,7169750,7.1322902e-06
783665,650750,7169750,7.0899296e-06
783666,652250,7169750,7.0425754e-06
783667,653750,7169750,6.9618845e-06
783668,655250,7169750,6.8920713e-06
783669,656750,7169750,6.8307718e-06
783670,658250,7169750,6.8104891e-06
783671,659750,7169750,6.8044687e-06
783672,661250,7169750,6.8363038e-06
783673,662750,7169750,6.7590254e-06
783674,664250,7169750,6.5845747e-06
783675,665750,7169750,6.5283116e-06
843788,667250,7169750,6.4999681e-06
843789,668750,7169750,6.5052777e-06
783676,670250,7169750,6.5019372e-06
783677,674750,7169750,6.4038518e-06
783678,722750,7169750,9.3155577e-06
783679,725750,7169750,9.2380351e-06
783680,727250,7169750,9.2512546e-06
783681,728750,7169750,9.4572388e-06
783682,730250,7169750,9.6274434e-06
783683,731750,7169750,9.7270231e-06
783684,733250,7169750,9.8450664e-06
783685,734750,7169750,9.9752524e-06
783686,736250,7169750,8.0338859e-06
783687,737750,7169750,6.2306085e-06
783689,740750,7169750,4.8031243e-06
783721,788750,7169750,4.1033027e-06
783723,791750,7169750,6.7146461e-06
783724,793250,7169750,7.9655601e-06
783725,794750,7169750,7.8340809e-06
783726,796250,7169750,6.1469646e-06
783729,551750,7168250,7.7442e-06
783730,553250,7168250,7.4813856e-06
783731,554750,7168250,7.3670776e-06
783732,556250,7168250,7.3901406e-06
783733,557750,7168250,7.1084733e-06
783734,568250,7168250,7.1138329e-06
783735,577250,7168250,6.9966295e-06
783736,578750,7168250,7.1301492e-06
783737,580250,7168250,7.1862396e-06
783738,581750,7168250,7.2089433e-06
783739,583250,7168250,7.1289278e-06
783740,584750,7168250,7.053683e-06
783741,586250,7168250,6.9852636e-06
783742,587750,7168250,6.9847028e-06
783743,589250,7168250,7.0044894e-06
783744,590750,7168250,7.0100864e-06
783745,592250,7168250,6.9804064e-06
783746,593750,7168250,6.9012963e-06
783747,595250,7168250,6.8493582e-06
783748,596750,7168250,6.8054314e-06
783749,598250,7168250,6.7473866e-06
783750,599750,7168250,6.7139704e-06
783751,601250,7168250,6.718662e-06
783752,602750,7168250,6.6808352e-06
783753,604250,7168250,6.6286743e-06
783754,605750,7168250,6.6315411e-06
783755,607250,7168250,6.7276142e-06
783756,608750,7168250,6.9821167e-06
783757,610250,7168250,7.0395649e-06
783758,611750,7168250,7.0087858e-06
783759,613250,7168250,6.8730892e-06
783760,614750,7168250,6.7830797e-06
783761,616250,7168250,6.7789629e-06
783762,617750,7168250,6.9099392e-06
783763,619250,7168250,7.1050099e-06
783764,620750,7168250,7.1063319e-06
783765,622250,7168250,7.2109551e-06
783766,623750,7168250,7.5277985e-06
783775,637250,7168250,5.5785358e-06
783776,638750,7168250,7.0172496e-06
783777,640250,7168250,7.5818989e-06
783778,641750,7168250,7.573924e-06
783779,643250,7168250,7.4620589e-06
783780,644750,7168250,7.3606834e-06
783781,646250,7168250,7.3040683e-06
783782,647750,7168250,7.1947179e-06
783783,649250,7168250,7.0526698e-06
783784,650750,7168250,7.0211936e-06
783785,652250,7168250,6.9880293e-06
783786,653750,7168250,6.9183598e-06
783787,655250,7168250,6.8597187e-06
783788,656750,7168250,6.809692e-06
843903,658250,7168250,6.799346e-06
783789,659750,7168250,6.7969177e-06
783790,661250,7168250,6.8037862e-06
783791,662750,7168250,6.7154651e-06
783792,664250,7168250,6.5452032e-06
783793,665750,7168250,6.4937176e-06
783794,667250,7168250,6.4641026e-06
783795,668750,7168250,6.4522765e-06
783796,671750,7168250,6.4479227e-06
783797,721250,7168250,8.496434e-06
783798,724250,7168250,8.6977489e-06
783799,725750,7168250,8.6774162e-06
783800,727250,7168250,8.6044201e-06
783801,728750,7168250,9.0807625e-06
783802,730250,7168250,9.4205252e-06
783803,731750,7168250,9.491222e-06
783804,733250,7168250,9.5566029e-06
783805,734750,7168250,9.6206895e-06
783806,736250,7168250,9.2739583e-06
783807,737750,7168250,8.2209026e-06
783810,742250,7168250,4.7616545e-06
783842,790250,7168250,6.0468678e-06
783843,791750,7168250,7.2836638e-06
783844,793250,7168250,8.0144155e-06
783845,794750,7168250,8.0272039e-06
783846,796250,7168250,7.0636265e-06
783847,797750,7168250,5.8341516e-06
783848,799250,7168250,5.6001472e-06
783849,800750,7168250,5.9703657e-06
783850,551750,7166750,7.6699826e-06
783851,553250,7166750,7.3739029e-06
783852,554750,7166750,7.2472376e-06
783853,556250,7166750,7.2759763e-06
783854,559250,7166750,6.8025574e-06
783855,565250,7166750,6.9764333e-06
783856,568250,7166750,7.1579034e-06
783857,572750,7166750,4.8890315e-06
783858,577250,7166750,6.9948405e-06
783859,580250,7166750,7.186743e-06
783860,581750,7166750,7.1590243e-06
783861,583250,7166750,7.1272898e-06
783862,584750,7166750,7.0746551e-06
783863,586250,7166750,6.9966868e-06
783864,587750,7166750,6.9614821e-06
783865,589250,7166750,6.9451871e-06
783866,590750,7166750,6.9752118e-06
783867,592250,7166750,6.956187e-06
783868,593750,7166750,6.868333e-06
783869,595250,7166750,6.8399177e-06
783870,596750,7166750,6.8282716e-06
783871,598250,7166750,6.7641054e-06
783872,599750,7166750,6.7250207e-06
783873,601250,7166750,6.7240794e-06
783874,602750,7166750,6.6968569e-06
783875,604250,7166750,6.6606749e-06
783876,605750,7166750,6.6626935e-06
783877,607250,7166750,6.7573374e-06
783878,608750,7166750,7.0060487e-06
783879,610250,7166750,7.0567435e-06
783880,611750,7166750,7.0210499e-06
783881,613250,7166750,6.8991048e-06
783882,614750,7166750,6.8107838e-06
783883,616250,7166750,6.7851201e-06
783884,617750,7166750,6.9443322e-06
783885,619250,7166750,7.1855934e-06
783886,620750,7166750,7.1553027e-06
783887,622250,7166750,7.2258272e-06
783888,623750,7166750,7.4951081e-06
783897,637250,7166750,7.183567e-06
783898,638750,7166750,7.46249e-06
783899,640250,7166750,7.5673142e-06
783900,641750,7166750,7.5548128e-06
783901,643250,7166750,7.3761303e-06
783902,644750,7166750,7.2653429e-06
783903,646250,7166750,7.3572346e-06
783904,647750,7166750,7.2080093e-06
783905,649250,7166750,6.9006855e-06
783906,650750,7166750,6.9028624e-06
783907,652250,7166750,6.9140492e-06
783908,653750,7166750,6.8776299e-06
783909,655250,7166750,6.8443651e-06
783910,656750,7166750,6.8134636e-06
783911,658250,7166750,6.7827496e-06
783912,659750,7166750,6.755462e-06
783913,661250,7166750,6.738298e-06
783914,662750,7166750,6.6590151e-06
783915,664250,7166750,6.5284125e-06
783916,665750,7166750,6.5070167e-06
783917,667250,7166750,6.4874525e-06
844033,668750,7166750,6.4191986e-06
783918,670250,7166750,6.4049655e-06
783919,671750,7166750,6.4370092e-06
783920,673250,7166750,6.2651379e-06
783921,722750,7166750,8.5261072e-06
783922,725750,7166750,8.6177115e-06
783923,727250,7166750,8.5977381e-06
783924,728750,7166750,9.0418935e-06
783925,730250,7166750,9.3575873e-06
783926,731750,7166750,9.4213874e-06
783927,733250,7166750,9.5284386e-06
783928,734750,7166750,9.654098e-06
783929,736250,7166750,9.5369887e-06
783930,737750,7166750,8.5689271e-06
783932,740750,7166750,4.7584072e-06
783966,791750,7166750,7.9264037e-06
783967,793250,7166750,8.083819e-06
783968,794750,7166750,8.2566103e-06
783969,796250,7166750,8.2357747e-06
783970,797750,7166750,8.0888485e-06
783971,799250,7166750,7.7036793e-06
783972,800750,7166750,7.4882828e-06
783973,551750,7165250,7.3808005e-06
783974,553250,7165250,7.1622217e-06
783975,554750,7165250,7.0521523e-06
783976,556250,7165250,7.0402402e-06
783977,568250,7165250,6.9951352e-06
783978,569750,7165250,6.2427648e-06
783979,572750,7165250,4.6713217e-06
783980,574250,7165250,5.3194713e-06
783981,575750,7165250,6.2873528e-06
783982,577250,7165250,6.8813083e-06
783983,581750,7165250,6.9217867e-06
783984,583250,7165250,7.0174001e-06
783985,584750,7165250,7.0535825e-06
783986,586250,7165250,7.0174146e-06
783987,587750,7165250,6.917167e-06
783988,589250,7165250,6.8114018e-06
783989,590750,7165250,6.8136433e-06
783990,592250,7165250,6.8099148e-06
783991,593750,7165250,6.7970254e-06
783992,595250,7165250,6.7566475e-06
783993,596750,7165250,6.7072456e-06
783994,598250,7165250,6.6490861e-06
783995,599750,7165250,6.6015236e-06
783996,601250,7165250,6.5698391e-06
783997,602750,7165250,6.5926647e-06
783998,604250,7165250,6.6336747e-06
783999,605750,7165250,6.6667099e-06
784000,607250,7165250,6.7393253e-06
784001,608750,7165250,6.8766672e-06
784002,610250,7165250,6.9044645e-06
784003,611750,7165250,6.8893264e-06
784004,613250,7165250,6.918252e-06
784005,614750,7165250,6.921794e-06
784006,616250,7165250,6.8850659e-06
784007,617750,7165250,6.2363561e-06
784008,619250,7165250,5.3707554e-06
784009,620750,7165250,6.441212e-06
784010,622250,7165250,6.8205695e-06
784011,623750,7165250,5.9365043e-06
784022,640250,7165250,6.3951152e-06
784023,641750,7165250,7.3343876e-06
784024,643250,7165250,7.3118995e-06
784025,644750,7165250,7.2894836e-06
784026,646250,7165250,7.3869073e-06
784027,647750,7165250,7.2204389e-06
784028,649250,7165250,6.8833847e-06
784029,650750,7165250,6.8834497e-06
784030,652250,7165250,6.896375e-06
784031,653750,7165250,6.8774862e-06
784032,655250,7165250,6.8713648e-06
784033,656750,7165250,6.8736354e-06
784034,658250,7165250,6.8514564e-06
784035,659750,7165250,6.827941e-06
784036,661250,7165250,6.8086642e-06
784037,662750,7165250,6.6845855e-06
784038,664250,7165250,6.482524e-06
784039,665750,7165250,6.5146824e-06
844156,667250,7165250,6.5493127e-06
844157,668750,7165250,6.496175e-06
784040,670250,7165250,6.4692613e-06
784041,671750,7165250,6.4669475e-06
784042,673250,7165250,6.317629e-06
784043,674750,7165250,5.8645428e-06
784044,722750,7165250,8.4672647e-06
784045,724250,7165250,8.5495285e-06
784046,725750,7165250,8.6096643e-06
784047,727250,7165250,8.6726741e-06
784048,728750,7165250,9.0557596e-06
784049,730250,7165250,9.3226699e-06
784050,731750,7165250,9.3879789e-06
784051,733250,7165250,9.5676669e-06
784052,734750,7165250,9.7922593e-06
784053,736250,7165250,9.487414e-06
784054,737750,7165250,8.3837067e-06
784090,791750,7165250,7.2847415e-06
784091,793250,7165250,8.0566615e-06
784092,794750,7165250,8.1653652e-06
784093,796250,7165250,8.2278721e-06
784094,797750,7165250,8.2242796e-06
784095,799250,7165250,7.8683515e-06
784096,800750,7165250,7.6698389e-06
784097,802250,7165250,7.6600681e-06
784098,551750,7163750,7.2084404e-06
784099,553250,7163750,7.0337956e-06
784100,554750,7163750,6.9408406e-06
784101,556250,7163750,6.9198181e-06
784102,557750,7163750,6.8177601e-06
784103,559250,7163750,6.7189926e-06
784104,566750,7163750,6.6922944e-06
784105,568250,7163750,6.8950167e-06
784106,569750,7163750,5.9183631e-06
784107,575750,7163750,6.2040322e-06
784108,577250,7163750,6.2541667e-06
784109,580250,7163750,6.8552067e-06
784110,581750,7163750,6.7603837e-06
784111,583250,7163750,6.9432044e-06
784112,584750,7163750,7.0332212e-06
784113,586250,7163750,7.0118899e-06
784114,587750,7163750,6.8771128e-06
784115,589250,7163750,6.725696e-06
784116,590750,7163750,6.7094156e-06
784117,592250,7163750,6.7138844e-06
784118,593750,7163750,6.7459496e-06
784119,595250,7163750,6.6973525e-06
784120,596750,7163750,6.6246007e-06
784121,598250,7163750,6.5689483e-06
784122,599750,7163750,6.5155591e-06
784123,601250,7163750,6.4649935e-06
784124,602750,7163750,6.5239078e-06
784125,604250,7163750,6.618824e-06
784126,605750,7163750,6.6757771e-06
784127,607250,7163750,6.7291589e-06
784128,608750,7163750,6.7768437e-06
784129,610250,7163750,6.7877354e-06
784130,611750,7163750,6.7829578e-06
784131,613250,7163750,6.7619139e-06
784132,614750,7163750,6.7489023e-06
784133,616250,7163750,6.7222113e-06
784134,617750,7163750,5.4418479e-06
784149,640250,7163750,5.0013778e-06
784150,641750,7163750,7.0906981e-06
784151,643250,7163750,7.2563621e-06
