ILAY,INODE,ICOL,IROW,X,Y,stage_m,cond_m2_per_day,rbot_m
19,781957,137,163,755750,7201250,268.56,5000.0,268.56
19,781958,138,163,757250,7201250,258.9,5000.0,258.9
19,781959,139,163,758750,7201250,253.4,5000.0,253.4
19,781960,140,163,760250,7201250,246.76,5000.0,246.76
19,781961,141,163,761750,7201250,235.99,5000.0,235.99
19,781962,142,163,763250,7201250,242.84,5000.0,242.84
19,781963,143,163,764750,7201250,235.77,5000.0,235.77
19,781964,144,163,766250,7201250,232.11,5000.0,232.11
19,781965,145,163,767750,7201250,236.86,5000.0,236.86
19,781966,147,163,770750,7201250,243.92,5000.0,243.92
19,781967,148,163,772250,7201250,257.74,5000.0,257.74
19,781968,154,163,781250,7201250,280.34,5000.0,280.34
19,781969,7,164,560750,7199750,681.68,5000.0,681.68
19,781970,27,164,590750,7199750,656.25,5000.0,656.25
19,781971,28,164,592250,7199750,662.27,5000.0,662.27
19,781972,29,164,593750,7199750,668.8,5000.0,668.8
19,781973,30,164,595250,7199750,644.78,5000.0,644.78
19,781974,31,164,596750,7199750,643.2,5000.0,643.2
19,781975,32,164,598250,7199750,635.35,5000.0,635.35
19,781976,33,164,599750,7199750,605.73,5000.0,605.73
19,781977,34,164,601250,7199750,614.17,5000.0,614.17
19,781978,35,164,602750,7199750,603.61,5000.0,603.61
19,781979,36,164,604250,7199750,599.54,5000.0,599.54
19,781980,37,164,605750,7199750,584.49,5000.0,584.49
19,781981,38,164,607250,7199750,584.7,5000.0,584.7
19,781982,41,164,611750,7199750,560.66,5000.0,560.66
19,781983,42,164,613250,7199750,584.55,5000.0,584.55
19,781984,43,164,614750,7199750,578.94,5000.0,578.94
19,781985,44,164,616250,7199750,550.22,5000.0,550.22
19,781986,45,164,617750,7199750,524.72,5000.0,524.72
19,781987,46,164,619250,7199750,519.44,5000.0,519.44
19,781988,47,164,620750,7199750,543.76,5000.0,543.76
19,781989,48,164,622250,7199750,559.24,5000.0,559.24
19,781990,49,164,623750,7199750,550.04,5000.0,550.04
19,781991,50,164,625250,7199750,533.35,5000.0,533.35
19,781992,126,164,739250,7199750,347.15,5000.0,347.15
19,781993,127,164,740750,7199750,328.51,5000.0,328.51
19,781994,128,164,742250,7199750,314.7,5000.0,314.7
19,781995,129,164,743750,7199750,297.64,5000.0,297.64
19,781996,130,164,745250,7199750,291.58,5000.0,291.58
19,781997,131,164,746750,7199750,282.95,5000.0,282.95
19,781998,132,164,748250,7199750,278.76,5000.0,278.76
19,781999,133,164,749750,7199750,274.24,5000.0,274.24
19,782000,134,164,751250,7199750,270.36,5000.0,270.36
19,782001,135,164,752750,7199750,266.91,5000.0,266.91
19,782002,136,164,754250,7199750,270.17,5000.0,270.17
19,782003,137,164,755750,7199750,294.13,5000.0,294.13
19,782004,138,164,757250,7199750,294.16,5000.0,294.16
19,782005,139,164,758750,7199750,271.11,5000.0,271.11
19,782006,140,164,760250,7199750,247.68,5000.0,247.68
19,782007,141,164,761750,7199750,237.59,5000.0,237.59
19,782008,142,164,763250,7199750,233.62,5000.0,233.62
19,782009,143,164,764750,7199750,230.79,5000.0,230.79
19,782010,144,164,766250,7199750,227.98,5000.0,227.98
19,782011,145,164,767750,7199750,225.05,5000.0,225.05
19,782012,146,164,769250,7199750,223.2,5000.0,223.2
19,782013,149,164,773750,7199750,242.26,5000.0,242.26
19,782014,152,164,778250,7199750,246.06,5000.0,246.06
19,782015,4,165,556250,7198250,679.21,5000.0,679.21
19,782016,5,165,557750,7198250,676.91,5000.0,676.91
19,782017,6,165,559250,7198250,673.27,5000.0,673.27
19,782018,27,165,590750,7198250,642.05,5000.0,642.05
19,782019,28,165,592250,7198250,657.06,5000.0,657.06
19,782020,29,165,593750,7198250,665.44,5000.0,665.44
19,782021,30,165,595250,7198250,651.23,5000.0,651.23
19,782022,31,165,596750,7198250,620.87,5000.0,620.87
19,782023,32,165,598250,7198250,607.01,5000.0,607.01
19,782024,33,165,599750,7198250,617.66,5000.0,617.66
19,782025,34,165,601250,7198250,622.03,5000.0,622.03
19,782026,35,165,602750,7198250,584.0,5000.0,584.0
19,782027,36,165,604250,7198250,589.41,5000.0,589.41
19,782028,37,165,605750,7198250,575.73,5000.0,575.73
19,782029,38,165,607250,7198250,559.87,5000.0,559.87
19,782030,39,165,608750,7198250,555.67,5000.0,555.67
19,782031,41,165,611750,7198250,559.16,5000.0,559.16
19,782032,42,165,613250,7198250,550.4,5000.0,550.4
19,782033,43,165,614750,7198250,572.81,5000.0,572.81
19,782034,44,165,616250,7198250,560.13,5000.0,560.13
19,782035,45,165,617750,7198250,538.61,5000.0,538.61
19,782036,46,165,619250,7198250,509.53,5000.0,509.53
19,782037,47,165,620750,7198250,530.88,5000.0,530.88
19,782038,48,165,622250,7198250,544.12,5000.0,544.12
19,782039,49,165,623750,7198250,528.35,5000.0,528.35
19,782040,50,165,625250,7198250,519.12,5000.0,519.12
19,782041,51,165,626750,7198250,530.06,5000.0,530.06
19,782042,121,165,731750,7198250,402.71,5000.0,402.71
19,782043,125,165,737750,7198250,326.45,5000.0,326.45
